chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'1'	9045000	9180000	624	1.8579706767084453e-08	1.4216566828849558e-08	2.4293370131743736e-08
b'1'	9180000	9315000	684	2.143163053657802e-08	1.6446079364679212e-08	2.8264991169474318e-08
b'1'	9315000	9450000	892	1.2456777479092814e-08	8.80623121381587e-09	1.6606089084509796e-08
b'1'	9450000	9585000	931	1.156209240802309e-08	8.298020639595734e-09	1.520814577835506e-08
b'1'	9585000	9720000	912	8.811860762638399e-09	5.649438349810463e-09	1.2656185931949389e-08
b'1'	9720000	9855000	790	1.0552439473048388e-08	7.3731809277322994e-09	1.4495693640686021e-08
b'1'	9855000	9990000	815	1.3454988752576801e-08	9.780618300232268e-09	1.7780503054871465e-08
b'1'	9990000	10125000	991	6.224059023547114e-09	3.1799867404155866e-09	9.35513113624137e-09
b'1'	10125000	10260000	953	7.643846275862012e-09	4.658837680004859e-09	1.1217488147174827e-08
b'1'	10260000	10395000	752	7.188211343171207e-09	4.203202747314054e-09	1.0761853214484022e-08
b'1'	10395000	10530000	598	1.3034699860434718e-08	9.384153595157775e-09	1.71840114658517e-08
b'1'	10530000	10665000	858	1.1862999360865476e-08	8.39029856727129e-09	1.5600841130301064e-08
b'1'	10665000	10800000	1020	3.5447636258722822e-09	5.509411914672355e-10	6.7886304010655626e-09
b'1'	10800000	10935000	1121	6.918720285399767e-09	3.933711689542614e-09	1.0492362156712582e-08
b'1'	10935000	11070000	1040	6.870672600610111e-09	3.885664004752958e-09	1.0444314471922926e-08
b'1'	11070000	11205000	1306	1.5788324807421607e-08	1.1684507432609583e-08	2.1047166569478538e-08
b'1'	11205000	11340000	1326	8.479318977199011e-09	5.316896564371075e-09	1.2323644146510001e-08
b'1'	11340000	11475000	1246	7.525243592140695e-09	4.540234996283542e-09	1.109888546345351e-08
b'1'	11475000	11610000	1268	1.0236127152247502e-08	7.056868606931414e-09	1.4179381319885136e-08
b'1'	11610000	11745000	1169	6.891153294040737e-09	3.906144698183584e-09	1.0464795165353552e-08
b'1'	11745000	11880000	938	1.097446314593332e-08	7.710391377505963e-09	1.4620516516265288e-08
b'1'	11880000	12015000	1246	9.555229464835577e-09	6.574862755853303e-09	1.2927380645349614e-08
b'1'	12015000	12150000	1397	1.2689236649319916e-08	9.038690384042973e-09	1.6838548254736898e-08
b'1'	12150000	12285000	1102	1.0872573895975613e-08	7.608502127548257e-09	1.4518627266307582e-08
b'1'	12285000	12420000	1382	2.7285681297112067e-08	2.143264768377762e-08	3.5785249723968353e-08
b'1'	12420000	12555000	1329	1.75015515516487e-08	1.348797723430786e-08	2.3125078307020398e-08
b'1'	12555000	12690000	1223	6.367407378614049e-09	3.323335095482522e-09	9.498479491308306e-09
b'1'	12690000	12825000	1650	1.7532572322673255e-08	1.3518998005332416e-08	2.3156099078044955e-08
b'1'	12825000	12960000	1229	1.1960585135364142e-08	8.487884341769957e-09	1.569842690479973e-08
b'1'	12960000	13095000	1244	1.2510137824960337e-08	8.859591559683394e-09	1.665944943037732e-08
b'1'	13095000	13230000	1341	1.897372297302369e-08	1.4678920015307576e-08	2.5544584427970144e-08
b'1'	13230000	13365000	1075	1.0571229024365716e-08	7.3919704790496275e-09	1.451448319200335e-08
b'1'	13365000	13500000	1079	2.6350389604060977e-09	6.752475916008484e-11	6.090585209548667e-09
b'1'	13500000	13635000	1055	1.1380496742949899e-08	8.116424974522542e-09	1.5026550113281867e-08
b'1'	13635000	13770000	1251	2.771688442164333e-08	2.15902835061641e-08	3.681130847991909e-08
b'1'	13770000	13905000	1256	2.7566960852834245e-08	2.1713927239499798e-08	3.606652927969053e-08
b'1'	13905000	14040000	1219	2.1564796291245707e-08	1.65792451193469e-08	2.8398156924142007e-08
b'1'	14040000	14175000	1302	2.781491429281077e-08	2.168831337733154e-08	3.6909338351086526e-08
b'1'	14175000	14310000	1406	1.7411173067359708e-08	1.3397598750018869e-08	2.3034699822731407e-08
b'1'	14310000	14445000	1195	1.2605540238746878e-08	8.954993973469935e-09	1.6754851844163857e-08
b'1'	14445000	14580000	1294	1.3731263627573452e-08	1.005689317522892e-08	1.8056777929868117e-08
b'1'	14580000	14715000	1322	2.1445581771556572e-08	1.6460030599657765e-08	2.827894240445287e-08
b'1'	14715000	14850000	1355	1.4573481882140093e-08	1.0823854740026739e-08	1.8984991972702932e-08
b'1'	14850000	14985000	1332	1.3827669727329674e-08	1.0153299274985141e-08	1.8153184029624338e-08
b'1'	14985000	15120000	1342	1.0970046927666728e-08	7.705975159239372e-09	1.4616100297998697e-08
b'1'	15120000	15255000	1182	9.799697118979374e-09	6.8193304099971006e-09	1.3171848299493411e-08
b'1'	15255000	15390000	1133	8.043543047037487e-09	5.065455936787216e-09	1.1362245826291097e-08
b'1'	15390000	15525000	1086	9.689429153543266e-09	6.709062444560993e-09	1.3061580334057304e-08
b'1'	15525000	15660000	1133	6.757431496958085e-09	3.7133592138265575e-09	9.888503609652341e-09
b'1'	15660000	15795000	1101	9.59255283378481e-09	6.612186124802537e-09	1.2964704014298848e-08
b'1'	15795000	15930000	926	1.2228607786812821e-08	8.755906993218635e-09	1.596644955624841e-08
b'1'	15930000	16065000	1059	7.016455225735398e-10	1.0064716038557424e-10	4.690373093032189e-09
b'1'	16065000	16200000	959	6.0314118135091375e-09	2.9873395303776103e-09	9.162483926203394e-09
b'1'	16200000	16335000	871	5.229326792425535e-09	2.403183561875675e-09	8.256423143785648e-09
b'1'	16335000	16470000	751	1.0457496279965782e-08	7.278237734649693e-09	1.4400750447603415e-08
b'1'	16470000	16605000	781	1.063244011939334e-08	7.453181574077252e-09	1.4575694287030974e-08
b'1'	16605000	16740000	728	9.351813941763994e-09	6.37144723278172e-09	1.2723965122278031e-08
b'1'	16740000	16875000	639	8.30493037178798e-09	5.326843261537708e-09	1.162363315104159e-08
b'1'	16875000	17010000	631	1.547574392613272e-08	1.1458941302280874e-08	2.0353421388066843e-08
b'1'	17010000	17145000	515	1.1889661659939501e-08	8.416960866345316e-09	1.5627503429375093e-08
b'1'	17145000	17280000	440	1.3287725173185726e-08	9.613354720841193e-09	1.761323947548039e-08
b'1'	17280000	17415000	345	1.1966692495744032e-08	8.493991702149846e-09	1.5704534265179623e-08
b'1'	17415000	17550000	335	3.8335141018038984e-08	2.9579388184161236e-08	5.0922653383808255e-08
b'1'	17550000	17685000	421	1.2466762092122701e-08	8.816215826845758e-09	1.661607369753968e-08
b'1'	17685000	17820000	449	2.319102717243088e-08	1.7835404205101825e-08	3.0086838472187236e-08
b'1'	17820000	17955000	450	1.498853000802874e-08	1.0971727384176895e-08	1.9866207469962864e-08
b'1'	17955000	18090000	544	1.8577872634093283e-08	1.4214732695858389e-08	2.4291535998752566e-08
b'1'	18090000	18225000	557	1.644475468036453e-08	1.2340937305552507e-08	2.1703596442421462e-08
b'1'	18225000	18360000	543	1.6647571420632628e-08	1.2435309547994504e-08	2.1395066617598782e-08
b'1'	18360000	18495000	589	1.367795827819742e-08	1.0003587825852887e-08	1.8003472580492084e-08
b'1'	18495000	18630000	737	1.1385380431394149e-08	8.121308662966793e-09	1.5031433801726118e-08
b'1'	18630000	18765000	825	2.2776937573050253e-09	0	5.7332400064475945e-09
b'1'	18765000	18900000	561	7.844538242583349e-09	4.8664511323330775e-09	1.1163241021836959e-08
b'1'	18900000	19035000	616	1.9398844477323924e-08	1.510404151960781e-08	2.5969705932270378e-08
b'1'	19035000	19170000	590	1.1862672131741114e-08	8.389971338146928e-09	1.5600513901176705e-08
b'1'	19170000	19305000	522	1.3138940210403595e-08	9.488393945126652e-09	1.7288251815820577e-08
b'1'	19305000	19440000	600	1.7382272411082063e-08	1.3368698093741224e-08	2.3005799166453763e-08
b'1'	19440000	19575000	567	1.8023399510268083e-08	1.4009825192927243e-08	2.3646926265639782e-08
b'1'	19575000	19710000	628	1.1784852096283711e-08	8.312151302689525e-09	1.55226938657193e-08
b'1'	19710000	19845000	849	2.898557600697228e-09	0	6.1424243758905084e-09
b'1'	19845000	19980000	1124	6.8448572475050175e-09	3.859848651647865e-09	1.0418499118817833e-08
b'1'	19980000	20115000	1218	1.7561503227021217e-08	1.3547928909680378e-08	2.3185029982392916e-08
b'1'	20115000	20250000	1218	1.7560758024561537e-08	1.3547183707220697e-08	2.3184284779933236e-08
b'1'	20250000	20385000	1021	9.264842490122764e-09	6.28447578114049e-09	1.2636993670636801e-08
b'1'	20385000	20520000	849	2.0419890822731064e-08	1.5896348171162218e-08	2.717121450062039e-08
b'1'	20520000	20655000	818	1.4207224497593172e-08	1.0457597355479818e-08	1.8618734588156012e-08
b'1'	20655000	20790000	839	1.3501458038060709e-08	9.827087585716176e-09	1.782697234035537e-08
b'1'	20790000	20925000	1033	3.986012740486302e-09	1.0885134333334177e-09	7.065585159781875e-09
b'1'	20925000	21060000	779	9.076608373018882e-09	5.914185960190946e-09	1.2920933542329872e-08
b'1'	21060000	21195000	689	7.483677243873058e-09	4.498668648015905e-09	1.1057319115185873e-08
b'1'	21195000	21330000	647	1.1904406219307792e-08	8.431705425713607e-09	1.5642247988743384e-08
b'1'	21330000	21465000	765	1.2377535535941353e-08	8.904834742347167e-09	1.6115377305376944e-08
b'1'	21465000	21600000	1154	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	21600000	21735000	1014	1.5746569579360517e-10	0	2.1055979548578675e-08
b'1'	21735000	21870000	1168	1.5072055989705835e-09	0	5.075263803421191e-09
b'1'	21870000	22005000	1216	8.272504440405874e-09	5.294417330155602e-09	1.1591207219659483e-08
b'1'	22005000	22140000	1404	1.7535509135318785e-08	1.3521934817977946e-08	2.3159035890690485e-08
b'1'	22140000	22275000	1112	9.636189799957022e-09	6.655823090974748e-09	1.3008340980471059e-08
b'1'	22275000	22410000	1147	1.2346355275091475e-08	8.87365448149729e-09	1.6084197044527066e-08
b'1'	22410000	22545000	1201	5.378153057905197e-09	2.365356912009306e-09	8.756967530559508e-09
b'1'	22545000	22680000	934	4.359166804432202e-09	1.5330235738823421e-09	7.386263155792315e-09
b'1'	22680000	22815000	1037	5.8241003586201595e-09	2.811304212724269e-09	9.20291483127447e-09
b'1'	22815000	22950000	1049	4.828594857188531e-09	2.002451626638671e-09	7.855691208548644e-09
b'1'	22950000	23085000	1260	1.3256575160406169e-08	9.582204708061636e-09	1.758208946270083e-08
b'1'	23085000	23220000	1151	1.2418794152245708e-08	8.768247886968764e-09	1.656810575766269e-08
b'1'	23220000	23355000	1107	5.179266495907759e-09	2.1664703500118684e-09	8.55808096856207e-09
b'1'	23355000	23490000	1073	2.829968726336305e-09	0	6.073835501529585e-09
b'1'	23490000	23625000	900	1.1021188165102656e-08	7.7571163966753e-09	1.4667241535434625e-08
b'1'	23625000	23760000	1062	3.96332393792238e-09	1.0658246307694956e-09	7.042896357217953e-09
b'1'	23760000	23895000	1072	3.349039362135483e-09	3.5521692773043613e-10	6.592906137328763e-09
b'1'	23895000	24030000	1020	1.5170912183157917e-09	0	5.0851494227663995e-09
b'1'	24030000	24165000	1343	8.042327624575576e-09	5.0642405143253045e-09	1.1361030403829186e-08
b'1'	24165000	24300000	1049	3.5466292710305984e-09	6.49129963877714e-10	6.626201690326171e-09
b'1'	24300000	24435000	614	1.6766086109967558e-08	1.2553824237329435e-08	2.1513581306933713e-08
b'1'	24570000	24705000	949	1.4010078574551371e-08	1.0260451432438017e-08	1.842158866511421e-08
b'1'	24705000	24840000	1153	2.405014023023836e-08	1.877346215797485e-08	3.1382533500570105e-08
b'1'	24840000	24975000	221	1.0359712518097753e-08	7.1804539727816645e-09	1.4302966685735386e-08
b'1'	24975000	25110000	1068	1.074434148062668e-08	7.565082935310592e-09	1.4687595648264314e-08
b'1'	25110000	25245000	1201	5.920833687500741e-09	2.90803754160485e-09	9.299648160155052e-09
b'1'	25245000	25380000	619	1.0090589936819289e-08	6.9113313915032e-09	1.4033844104456922e-08
b'1'	25380000	25515000	523	1.7650517798321276e-08	1.3636943480980436e-08	2.3274044553692975e-08
b'1'	25515000	25650000	627	1.198918056111402e-08	8.516479767519834e-09	1.572702233054961e-08
b'1'	25650000	25785000	840	4.561438400480811e-09	1.7352951699309513e-09	7.588534751840924e-09
b'1'	25785000	25920000	884	9.183444557386055e-09	6.021022144558119e-09	1.3027769726697044e-08
b'1'	25920000	26055000	943	9.230766663995973e-09	6.2503999550136995e-09	1.260291784451001e-08
b'1'	26055000	26190000	1185	5.8559763250873725e-09	2.843180179191482e-09	9.234790797741684e-09
b'1'	26190000	26325000	1081	7.255499550508404e-09	4.270490954651251e-09	1.0829141421821219e-08
b'1'	26325000	26460000	1118	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	26460000	26595000	1128	2.775483500722402e-09	2.0796929947638913e-10	6.231029749864971e-09
b'1'	26595000	26730000	1237	1.6582076098917984e-08	1.236981422627986e-08	2.1329571295884138e-08
b'1'	26730000	26865000	1213	4.694318173392754e-09	1.868174942842894e-09	7.721414524752867e-09
b'1'	26865000	27000000	1018	2.4943799337729847e-09	0	5.949926182915554e-09
b'1'	27000000	27135000	866	5.503701798501617e-09	2.4909056526057264e-09	8.882516271155928e-09
b'1'	27135000	27270000	967	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	27270000	27405000	937	3.0226296854971555e-09	2.8807251092108757e-11	6.266496460690436e-09
b'1'	27405000	27540000	926	4.49623456017106e-09	1.6700913296211996e-09	7.523330911531173e-09
b'1'	27540000	27675000	914	2.7920348963315403e-09	0	6.035901671524821e-09
b'1'	27675000	27810000	857	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	27810000	27945000	781	2.748705709016248e-09	1.8119150777023517e-10	6.204251958158817e-09
b'1'	27945000	28080000	968	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	28080000	28215000	553	1.4924943064568777e-08	1.0908140440716933e-08	1.9802620526502902e-08
b'1'	28215000	28350000	833	2.9121884811128593e-09	0	6.15605525630614e-09
b'1'	28350000	28485000	1075	3.8709021896120415e-11	0	2.093722287468119e-08
b'1'	28485000	28620000	1225	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	28620000	28755000	1009	3.266134478094964e-10	0	4.315341018268145e-09
b'1'	28755000	28890000	1101	9.57981298866177e-11	0	2.0994311982671687e-08
b'1'	28890000	29025000	1155	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	29025000	29160000	961	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	29160000	29295000	1026	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	29295000	29430000	1077	1.9136324209013065e-09	2.872711530200132e-10	5.481690625351914e-09
b'1'	29430000	29565000	1011	1.665680739021661e-09	3.9319471140367675e-11	5.233738943472269e-09
b'1'	29565000	29700000	1052	4.416899252006907e-09	1.519399944854023e-09	7.49647167130248e-09
b'1'	29700000	29835000	1039	6.021966166095846e-09	2.977893882964319e-09	9.153038278790103e-09
b'1'	29835000	29970000	1056	3.6518705571445776e-09	7.543712499916932e-10	6.731442976440151e-09
b'1'	29970000	30105000	1058	2.9903137470980256e-09	0	6.234180522291306e-09
b'1'	30105000	30240000	889	2.856166305057249e-09	0	6.100033080250529e-09
b'1'	30240000	30375000	934	3.377241562971207e-09	3.834191285661601e-10	6.621108338164487e-09
b'1'	30375000	30510000	1034	3.6734251678869994e-09	6.796027334819527e-10	6.91729194308028e-09
b'1'	30510000	30645000	1082	5.627776633126119e-09	2.6149804872302286e-09	9.00659110578043e-09
b'1'	30645000	30780000	962	7.665026944537603e-09	4.686939834287331e-09	1.0983729723791212e-08
b'1'	30780000	30915000	964	6.403460328609884e-09	3.359388045478357e-09	9.534532441304141e-09
b'1'	30915000	31050000	1023	8.00845803529187e-09	5.030370925041598e-09	1.1327160814545479e-08
b'1'	31050000	31185000	997	3.603641383933012e-09	7.061420767801275e-10	6.683213803228585e-09
b'1'	31185000	31320000	821	8.962666641951289e-09	5.8002442291233526e-09	1.2806991811262278e-08
b'1'	31320000	31455000	951	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	31455000	31590000	613	1.510181728084761e-08	1.1085014656995766e-08	1.9979494742781735e-08
b'1'	31590000	31725000	874	8.66062316086731e-09	5.4982007480393745e-09	1.25049483301783e-08
b'1'	31725000	31860000	593	9.346336291211652e-09	6.365969582229379e-09	1.271848747172569e-08
b'1'	31860000	31995000	547	1.2579526898272426e-08	8.928980632995482e-09	1.6728838503689404e-08
b'1'	31995000	32130000	675	1.6726909359255137e-08	1.2514647486617013e-08	2.147440455622129e-08
b'1'	32130000	32265000	703	9.547928680590368e-09	6.567561971608095e-09	1.2920079861104406e-08
b'1'	32265000	32400000	760	4.450730343746572e-09	1.5532310365936877e-09	7.530302763042145e-09
b'1'	32400000	32535000	474	7.650972591137504e-09	4.672885480887232e-09	1.0969675370391114e-08
b'1'	32535000	32670000	370	9.761339815990139e-09	6.780973107007865e-09	1.3133490996504176e-08
b'1'	32670000	32805000	791	1.1260719884135284e-08	7.996648115707927e-09	1.4906773254467252e-08
b'1'	32805000	32940000	1134	6.312336641861213e-09	3.268264358729686e-09	9.44340875455547e-09
b'1'	32940000	33075000	938	0	0	2.089851385278507e-08
b'1'	33075000	33210000	1063	9.171854422312606e-09	6.191487713330332e-09	1.2544005602826643e-08
b'1'	33210000	33345000	1251	5.026046010758099e-09	2.1999027802082388e-09	8.053142362118212e-09
b'1'	33345000	33480000	1063	6.020358771880631e-10	1.037515000097527e-12	4.590763447646712e-09
b'1'	33480000	33615000	927	1.990016378120345e-10	0	4.187729208270683e-09
b'1'	33615000	33750000	1076	2.8652709742233062e-09	0	6.1091377494165866e-09
b'1'	33750000	33885000	909	5.864652021619813e-09	2.851855875723922e-09	9.243466494274124e-09
b'1'	33885000	34020000	993	1.4200770659316899e-08	1.0451143517203545e-08	1.861228074987974e-08
b'1'	34020000	34155000	935	8.283019769578633e-09	5.304932659328362e-09	1.1601722548832243e-08
b'1'	34155000	34290000	917	1.7973436572662314e-08	1.3959862255321475e-08	2.3596963328034014e-08
b'1'	34290000	34425000	1029	1.0103148385650877e-08	6.923889840334788e-09	1.404640255328851e-08
b'1'	34425000	34560000	1069	4.828515112275872e-09	2.002371881726012e-09	7.855611463635985e-09
b'1'	34560000	34695000	1113	9.727662714426648e-09	6.747296005444375e-09	1.3099813894940686e-08
b'1'	34695000	34830000	1124	7.854665846491108e-09	4.876578736240837e-09	1.1173368625744718e-08
b'1'	34830000	34965000	1033	1.2352602876524664e-08	8.879902082930479e-09	1.6090444645960252e-08
b'1'	34965000	35100000	1049	8.471138249089973e-09	5.3087158362620365e-09	1.2315463418400962e-08
b'1'	35100000	35235000	1159	1.3830557043132863e-08	1.015618659078833e-08	1.8156071345427527e-08
b'1'	35235000	35370000	1220	9.13220432626545e-09	5.969781913437514e-09	1.297652949557644e-08
b'1'	35370000	35505000	1058	1.216758367985626e-08	8.694882886262074e-09	1.5905425449291847e-08
b'1'	35505000	35640000	1119	5.0316391539425595e-09	2.2054959233926994e-09	8.058735505302672e-09
b'1'	35640000	35775000	949	4.669129780290644e-09	1.8429865497407837e-09	7.696226131650757e-09
b'1'	35775000	35910000	1205	5.219905893433411e-09	2.3937626628835513e-09	8.247002244793524e-09
b'1'	35910000	36045000	1251	4.638557230671725e-09	1.8124140001218652e-09	7.665653582031838e-09
b'1'	36045000	36180000	1032	4.331833428795788e-09	1.4343341216429032e-09	7.411405848091361e-09
b'1'	36180000	36315000	1122	4.966649799949623e-09	2.140506569399763e-09	7.993746151309736e-09
b'1'	36315000	36450000	1337	4.8705159328262695e-09	2.0443727022764094e-09	7.897612284186382e-09
b'1'	36450000	36585000	967	2.0382582821325028e-09	0	5.493804531275072e-09
b'1'	36585000	36720000	1091	0	0	2.089851385278507e-08
b'1'	36720000	36855000	913	4.719215085089972e-09	1.8930718545401116e-09	7.746311436450085e-09
b'1'	36855000	36990000	746	9.428589043883099e-09	6.448222334900825e-09	1.2800740224397136e-08
b'1'	36990000	37125000	661	7.538316258167709e-09	4.553307662310556e-09	1.1111958129480524e-08
b'1'	37125000	37260000	651	8.271706991279273e-09	5.293619881029002e-09	1.1590409770532883e-08
b'1'	37260000	37395000	786	1.0167986499292224e-08	6.9887279539761355e-09	1.4111240666929857e-08
b'1'	37395000	37530000	1056	2.5268003655059474e-09	0	5.9823466146485165e-09
b'1'	37530000	37665000	1218	1.1232622176633386e-08	7.96855040820603e-09	1.4878675546965354e-08
b'1'	37665000	37800000	1261	5.92899241701318e-09	2.9161962711172894e-09	9.307806889667491e-09
b'1'	37800000	37935000	1194	1.4804690546330463e-09	0	5.048527259083654e-09
b'1'	37935000	38070000	1334	1.1307697887165471e-08	8.043626118738115e-09	1.495375125749744e-08
b'1'	38070000	38205000	1255	7.339839420031864e-09	4.354830824174711e-09	1.091348129134468e-08
b'1'	38205000	38340000	1150	9.421057274373629e-09	6.440690565391356e-09	1.2793208454887667e-08
b'1'	38340000	38475000	1370	7.504105690636775e-09	4.519097094779622e-09	1.107774756194959e-08
b'1'	38475000	38610000	1194	7.477671627002423e-09	4.49266303114527e-09	1.1051313498315238e-08
b'1'	38610000	38745000	1037	2.2439314111797262e-09	0	5.699477660322295e-09
