chrom	start	end	nSites	recombRate
b'1'	12825000	12960000	1229	1.2631231889395765e-08
b'1'	12960000	13095000	1244	1.3168080141068866e-08
b'1'	13095000	13230000	1341	1.934183366039721e-08
b'1'	13230000	13365000	1075	1.1212608390726786e-08
b'1'	13365000	13500000	1079	2.8025531616521105e-09
b'1'	13500000	13635000	1055	1.199896472498868e-08
b'1'	13635000	13770000	1251	2.786309866982475e-08
b'1'	13770000	13905000	1256	2.7629773304856687e-08
b'1'	13905000	14040000	1219	2.193322159235669e-08
b'1'	14040000	14175000	1302	2.796112854099219e-08
b'1'	14175000	14310000	1406	1.7819680641411852e-08
b'1'	14310000	14445000	1195	1.3263482554855406e-08
b'1'	14445000	14580000	1294	1.4279424492664082e-08
b'1'	14580000	14715000	1322	2.1814007072667554e-08
b'1'	14715000	14850000	1355	1.5147106888715823e-08
b'1'	14850000	14985000	1332	1.4375830592420304e-08
b'1'	14985000	15120000	1342	1.158851490970551e-08
b'1'	15120000	15255000	1182	1.0463872406468171e-08
b'1'	15255000	15390000	1133	8.73120519227224e-09
b'1'	15390000	15525000	1086	1.0353604441032064e-08
b'1'	15525000	15660000	1133	7.31919777152943e-09
b'1'	15660000	15795000	1101	1.0256728121273608e-08
b'1'	15795000	15930000	926	1.2899254540844444e-08
b'1'	15930000	16065000	1059	5.026438847615053e-10
b'1'	16065000	16200000	959	6.593178088080483e-09
b'1'	16200000	16335000	871	5.68442981183366e-09
b'1'	16335000	16470000	751	1.1098875646326851e-08
b'1'	16470000	16605000	781	1.127381948575441e-08
b'1'	16605000	16740000	728	1.001598922925279e-08
b'1'	16740000	16875000	639	8.992592517022732e-09
b'1'	16875000	17010000	631	1.588805536977955e-08
b'1'	17010000	17145000	515	1.2560308413971124e-08
b'1'	17145000	17280000	440	1.3835886038276356e-08
b'1'	17280000	17415000	345	1.2637339249775654e-08
b'1'	17415000	17550000	335	3.8908861269117687e-08
b'1'	17550000	17685000	421	1.312470440823123e-08
b'1'	17685000	17820000	449	2.3493786910822767e-08
b'1'	17820000	17955000	450	1.540084145167557e-08
b'1'	17955000	18090000	544	1.9039483573873177e-08
b'1'	18090000	18225000	557	1.682193429281242e-08
b'1'	18225000	18360000	543	1.711512058894204e-08
b'1'	18360000	18495000	589	1.422611914328805e-08
b'1'	18495000	18630000	737	1.2003848413432931e-08
b'1'	18630000	18765000	825	2.445207958551038e-09
b'1'	18765000	18900000	561	8.532200387818102e-09
b'1'	18900000	19035000	616	1.9766955164697443e-08
b'1'	19035000	19170000	590	1.2533318885772736e-08
b'1'	19170000	19305000	522	1.3796882526512123e-08
b'1'	19305000	19440000	600	1.7790779985134207e-08
b'1'	19440000	19575000	567	1.8431907084320227e-08
b'1'	19575000	19710000	628	1.2455498850315334e-08
b'1'	19710000	19845000	849	3.0908502696883317e-09
b'1'	19845000	19980000	1124	7.39421573574545e-09
b'1'	19980000	20115000	1218	1.797001080107336e-08
b'1'	20115000	20250000	1218	1.796926559861368e-08
b'1'	20250000	20385000	1021	9.92901777761156e-09
b'1'	20385000	20520000	849	2.0748824026203907e-08
b'1'	20520000	20655000	818	1.4780849504168903e-08
b'1'	20655000	20790000	839	1.4049618903151339e-08
b'1'	20790000	20925000	1033	4.32954449697624e-09
b'1'	20925000	21060000	779	9.652599911737035e-09
b'1'	21060000	21195000	689	8.03303573211349e-09
b'1'	21195000	21330000	647	1.2575052973339415e-08
b'1'	21330000	21465000	765	1.3048182289972975e-08
b'1'	21465000	21600000	1154	0
b'1'	21600000	21735000	1014	1.0250170598746147e-09
b'1'	21735000	21870000	1168	1.5335668668518768e-09
b'1'	21870000	22005000	1216	8.960166585640627e-09
b'1'	22005000	22140000	1404	1.794401670937093e-08
b'1'	22140000	22275000	1112	1.0300365087445819e-08
b'1'	22275000	22410000	1147	1.3017002029123098e-08
b'1'	22410000	22545000	1201	5.892943509666306e-09
b'1'	22545000	22680000	934	4.814269823840327e-09
b'1'	22680000	22815000	1037	6.3388908103812685e-09
b'1'	22815000	22950000	1049	5.283697876596656e-09
b'1'	22950000	23085000	1260	1.3804736025496799e-08
b'1'	23085000	23220000	1151	1.3076736468354236e-08
b'1'	23220000	23355000	1107	5.694056947668868e-09
b'1'	23355000	23490000	1073	3.0222613953274084e-09
b'1'	23490000	23625000	900	1.1639656147141438e-08
b'1'	23625000	23760000	1062	4.306855694412318e-09
b'1'	23760000	23895000	1072	3.5413320311265864e-09
b'1'	23895000	24030000	1020	1.543452486197085e-09
b'1'	24030000	24165000	1343	8.729989769810329e-09
b'1'	24165000	24300000	1049	3.890161027520536e-09
b'1'	24300000	24435000	614	1.7233635278276972e-08
b'1'	24570000	24705000	949	1.4583703581127102e-08
b'1'	24705000	24840000	1153	2.4372919576402585e-08
b'1'	24840000	24975000	221	1.1001091884458823e-08
b'1'	24975000	25110000	1068	1.138572084698775e-08
b'1'	25110000	25245000	1201	6.43562413926185e-09
b'1'	25245000	25380000	619	1.0731969303180359e-08
b'1'	25380000	25515000	523	1.805902537237342e-08
b'1'	25515000	25650000	627	1.2659827315145642e-08
b'1'	25650000	25785000	840	5.016541419888936e-09
b'1'	25785000	25920000	884	9.759436096104208e-09
b'1'	25920000	26055000	943	9.89494195148477e-09
b'1'	26055000	26190000	1185	6.370766776848482e-09
b'1'	26190000	26325000	1081	7.804858038748836e-09
b'1'	26325000	26460000	1118	0
b'1'	26460000	26595000	1128	2.9429977019684148e-09
b'1'	26595000	26730000	1237	1.7049625267227397e-08
b'1'	26730000	26865000	1213	5.149421192800879e-09
b'1'	26865000	27000000	1018	2.6618941350189976e-09
b'1'	27000000	27135000	866	6.018492250262726e-09
b'1'	27135000	27270000	967	0
b'1'	27270000	27405000	937	3.214922354488259e-09
b'1'	27405000	27540000	926	4.951337579579185e-09
b'1'	27540000	27675000	914	2.984327565322644e-09
b'1'	27675000	27810000	857	0
b'1'	27810000	27945000	781	2.916219910262261e-09
b'1'	27945000	28080000	968	0
b'1'	28080000	28215000	553	1.5337254508215608e-08
b'1'	28215000	28350000	833	3.104481150103963e-09
b'1'	28350000	28485000	1075	9.062603859771299e-10
b'1'	28485000	28620000	1225	0
b'1'	28620000	28755000	1009	1.2761180999746194e-10
b'1'	28755000	28890000	1101	9.633494939676272e-10
b'1'	28890000	29025000	1155	0
b'1'	29025000	29160000	961	0
b'1'	29160000	29295000	1026	0
b'1'	29295000	29430000	1077	1.9399936887825996e-09
b'1'	29430000	29565000	1011	1.6920420069029542e-09
b'1'	29565000	29700000	1052	4.760431008496845e-09
b'1'	29700000	29835000	1039	6.583732440667192e-09
b'1'	29835000	29970000	1056	3.995402313634515e-09
b'1'	29970000	30105000	1058	3.182606416089129e-09
b'1'	30105000	30240000	889	3.0484589740483524e-09
b'1'	30240000	30375000	934	3.5695342319623104e-09
b'1'	30375000	30510000	1034	3.865717836878103e-09
b'1'	30510000	30645000	1082	6.142567084887228e-09
b'1'	30645000	30780000	962	8.352689089772356e-09
b'1'	30780000	30915000	964	6.96522660318123e-09
b'1'	30915000	31050000	1023	8.696120180526622e-09
b'1'	31050000	31185000	997	3.9471731404229495e-09
b'1'	31185000	31320000	821	9.538658180669441e-09
b'1'	31320000	31455000	951	0
b'1'	31455000	31590000	613	1.551412872449444e-08
b'1'	31590000	31725000	874	9.236614699585463e-09
b'1'	31725000	31860000	593	1.001051157870045e-08
b'1'	31860000	31995000	547	1.3237469214380954e-08
b'1'	31995000	32130000	675	1.719445852756455e-08
b'1'	32130000	32265000	703	1.0212103968079165e-08
b'1'	32265000	32400000	760	4.79426210023651e-09
b'1'	32400000	32535000	474	8.338634736372257e-09
b'1'	32535000	32670000	370	1.0425515103478936e-08
b'1'	32670000	32805000	791	1.1879187866174066e-08
b'1'	32805000	32940000	1134	6.874102916432559e-09
b'1'	32940000	33075000	938	7.747335267558167e-10
b'1'	33075000	33210000	1063	9.836029709801403e-09
b'1'	33210000	33345000	1251	5.481149030166224e-09
b'1'	33345000	33480000	1063	4.030342393760286e-10
b'1'	33480000	33615000	927	0
b'1'	33615000	33750000	1076	3.05756364321441e-09
b'1'	33750000	33885000	909	6.379442473380922e-09
b'1'	33885000	34020000	993	1.477439566589263e-08
b'1'	34020000	34155000	935	8.970681914813386e-09
b'1'	34155000	34290000	917	1.838194414671446e-08
b'1'	34290000	34425000	1029	1.0744527752011947e-08
b'1'	34425000	34560000	1069	5.283618131683997e-09
b'1'	34560000	34695000	1113	1.0391838001915445e-08
b'1'	34695000	34830000	1124	8.542327991725861e-09
b'1'	34830000	34965000	1033	1.3023249630556287e-08
b'1'	34965000	35100000	1049	9.047129787808125e-09
b'1'	35100000	35235000	1159	1.4378717908223492e-08
b'1'	35235000	35370000	1220	9.708195864983603e-09
b'1'	35370000	35505000	1058	1.2838230433887882e-08
b'1'	35505000	35640000	1119	5.4867421733506845e-09
b'1'	35640000	35775000	949	5.124232799698769e-09
b'1'	35775000	35910000	1205	5.675008912841536e-09
b'1'	35910000	36045000	1251	5.09366025007985e-09
b'1'	36045000	36180000	1032	4.675365185285725e-09
b'1'	36180000	36315000	1122	5.421752819357748e-09
b'1'	36315000	36450000	1337	5.3256189522343945e-09
b'1'	36450000	36585000	967	2.2057724833785156e-09
b'1'	36585000	36720000	1091	7.48797181369448e-10
b'1'	36720000	36855000	913	5.174318104498097e-09
b'1'	36855000	36990000	746	1.0092764331371896e-08
b'1'	36990000	37125000	661	8.087674746408141e-09
b'1'	37125000	37260000	651	8.959369136514027e-09
b'1'	37260000	37395000	786	1.0809365865653294e-08
b'1'	37395000	37530000	1056	2.69431456675196e-09
b'1'	37530000	37665000	1218	1.1851090158672168e-08
b'1'	37665000	37800000	1261	6.443782868774289e-09
b'1'	37800000	37935000	1194	1.5068303225143396e-09
b'1'	37935000	38070000	1334	1.1926165869204253e-08
b'1'	38070000	38205000	1255	7.889197908272296e-09
b'1'	38205000	38340000	1150	1.0085232561862426e-08
b'1'	38340000	38475000	1370	8.053464178877207e-09
b'1'	38475000	38610000	1194	8.027030115242855e-09
b'1'	38610000	38745000	1037	2.411445612425739e-09
b'1'	38745000	38880000	973	3.1915983424476358e-09
b'1'	38880000	39015000	978	1.1046409802528665e-09
b'1'	39015000	39150000	942	5.395953965200104e-09
b'1'	39150000	39285000	841	7.414209710226399e-09
b'1'	39285000	39420000	907	4.550517649955797e-09
b'1'	39420000	39555000	1207	6.891149078969672e-09
b'1'	39555000	39690000	1101	3.2629590399796153e-09
b'1'	39690000	39825000	1314	9.025563722753236e-10
b'1'	39825000	39960000	942	2.692320943935473e-09
b'1'	39960000	40095000	1076	5.440149145760929e-09
b'1'	40095000	40230000	1054	0
b'1'	40230000	40365000	1009	0
b'1'	40365000	40500000	967	0
b'1'	40500000	40635000	918	8.179551885090214e-09
b'1'	40635000	40770000	939	0
b'1'	40770000	40905000	1063	4.500102366207528e-09
b'1'	40905000	41040000	787	3.848217953286198e-09
b'1'	41040000	41175000	760	4.566329141258975e-09
b'1'	41175000	41310000	406	7.115559512667311e-09
b'1'	41310000	41445000	538	2.1530032688862397e-08
b'1'	41445000	41580000	463	1.6658930191687194e-08
b'1'	41580000	41715000	353	9.339463638319662e-09
b'1'	41715000	41850000	308	1.3541338578982374e-08
b'1'	41850000	41985000	377	1.2338235331161785e-08
b'1'	41985000	42120000	370	1.1205156366129982e-08
b'1'	42120000	42255000	414	7.742659756698974e-09
b'1'	42255000	42390000	450	2.056709086990199e-08
b'1'	42390000	42525000	338	2.6361870440938793e-08
b'1'	42525000	42660000	541	1.4015199348952743e-08
b'1'	42660000	42795000	810	3.460245204074716e-09
b'1'	42795000	42930000	448	1.0780363465866395e-08
b'1'	42930000	43065000	696	9.489340076926383e-09
b'1'	43065000	43200000	719	1.457259154002168e-08
b'1'	43200000	43335000	1000	2.270990072811135e-09
b'1'	43335000	43470000	727	9.100820112624583e-09
b'1'	43470000	43605000	707	7.330898275093784e-09
b'1'	43605000	43740000	692	9.847878703892774e-09
b'1'	43740000	43875000	747	6.314304628860961e-09
b'1'	43875000	44010000	879	8.926945954956496e-09
b'1'	44010000	44145000	1126	3.259928733298552e-09
b'1'	44145000	44280000	862	7.584000378401405e-09
b'1'	44280000	44415000	930	4.689287547106249e-09
b'1'	44415000	44550000	959	0
b'1'	44550000	44685000	1178	3.5955585717350626e-09
b'1'	44685000	44820000	1070	9.226951816030788e-09
b'1'	44820000	44955000	946	1.102723721651285e-08
b'1'	44955000	45090000	1292	9.524848561656475e-09
b'1'	45090000	45225000	1195	5.495659854445682e-09
b'1'	45225000	45360000	1343	1.0443630947775524e-08
b'1'	45360000	45495000	1258	4.261618330337767e-09
b'1'	45495000	45630000	1278	1.2549430107954535e-08
b'1'	45630000	45765000	1284	1.0397334901239804e-08
b'1'	45765000	45900000	1279	7.323215265232728e-09
b'1'	45900000	46035000	920	7.213931736994277e-09
b'1'	46035000	46170000	981	9.19773023936054e-10
b'1'	46170000	46305000	835	8.338697982337466e-09
b'1'	46305000	46440000	1123	5.005679612819793e-09
b'1'	46440000	46575000	1355	8.314257541519608e-09
b'1'	46575000	46710000	1026	5.572753936215429e-09
b'1'	46710000	46845000	1204	2.7455960452411883e-09
b'1'	46845000	46980000	1179	8.989877504127124e-12
b'1'	46980000	47115000	1400	6.1456716368318004e-09
b'1'	47115000	47250000	1327	7.733684329287916e-09
b'1'	47250000	47385000	837	7.101425414354553e-09
b'1'	47385000	47520000	1250	2.4931374008839868e-09
b'1'	47520000	47655000	1464	9.454079076407999e-09
b'1'	47655000	47790000	1364	1.5326805174832636e-08
b'1'	47790000	47925000	1238	9.73871891776018e-09
b'1'	47925000	48060000	1325	9.844919892650652e-09
b'1'	48060000	48195000	1207	1.4343597148758408e-08
b'1'	48195000	48330000	1034	1.4543578140936484e-08
b'1'	48330000	48465000	1042	8.347574416063847e-09
b'1'	48465000	48600000	1141	6.952756148736025e-09
b'1'	48600000	48735000	1077	8.442107885284857e-09
b'1'	48735000	48870000	913	8.565250529378616e-09
b'1'	48870000	49005000	1032	3.185809961718384e-09
b'1'	49005000	49140000	1310	8.237540185716569e-09
b'1'	49140000	49275000	1001	2.870306627144658e-08
b'1'	49275000	49410000	1177	3.773346594116557e-08
b'1'	49410000	49545000	1224	3.072205621963426e-08
b'1'	49545000	49680000	1156	1.7976434391279317e-08
b'1'	49680000	49815000	1328	1.4084976147529832e-08
b'1'	49815000	49950000	1206	1.592769134119591e-08
b'1'	49950000	50085000	1080	1.0722988376120152e-08
b'1'	50085000	50220000	1141	9.954791883348037e-09
b'1'	50220000	50355000	999	3.5494082659017924e-09
b'1'	50355000	50490000	1157	1.5840788635169044e-08
b'1'	50490000	50625000	1105	2.331109544065665e-08
b'1'	50625000	50760000	1084	2.466614299516396e-08
b'1'	50760000	50895000	1121	3.122140511358536e-08
b'1'	50895000	51030000	1190	2.117598452542611e-08
b'1'	51030000	51165000	976	1.571641956931507e-08
b'1'	51165000	51300000	981	1.5073994552929907e-08
b'1'	51300000	51435000	1044	8.52719570709257e-09
b'1'	51435000	51570000	988	9.418490846765254e-09
b'1'	51570000	51705000	1129	1.7843180642225242e-08
b'1'	51705000	51840000	949	2.8014487511947426e-08
b'1'	51840000	51975000	1039	1.3329602086748452e-08
b'1'	51975000	52110000	1070	8.513941552643646e-09
b'1'	52110000	52245000	1168	7.1364334310120874e-09
b'1'	52245000	52380000	1120	1.1583243495996256e-08
b'1'	52380000	52515000	946	6.6224692194477e-09
b'1'	52515000	52650000	873	1.0535246853123025e-08
b'1'	52650000	52785000	1145	5.892916011420563e-09
b'1'	52785000	52920000	428	1.1966288559570292e-08
b'1'	53055000	53190000	832	1.2092079284729264e-08
b'1'	53190000	53325000	1419	4.365866929780368e-09
b'1'	53325000	53460000	1089	1.8482292929080774e-09
b'1'	53460000	53595000	1102	3.481462850491295e-09
b'1'	53595000	53730000	1144	0
b'1'	53730000	53865000	1180	3.299979928225654e-09
b'1'	53865000	54000000	893	0
b'1'	54000000	54135000	949	0
b'1'	54135000	54270000	197	1.3226502913977981e-08
b'1'	54540000	54675000	928	9.893322304810409e-09
b'1'	54675000	54810000	1120	3.5783776677937993e-09
b'1'	54810000	54945000	1086	4.480818655549384e-10
b'1'	54945000	55080000	1312	1.115797018551477e-09
b'1'	55080000	55215000	858	3.4135889305197382e-09
b'1'	55215000	55350000	694	9.095603695406823e-09
b'1'	55350000	55485000	467	9.373011498128152e-09
b'1'	55485000	55620000	991	7.225234166430157e-11
b'1'	55620000	55755000	1192	1.4909610848950889e-09
b'1'	55755000	55890000	1053	0
b'1'	55890000	56025000	902	6.411695165814842e-09
b'1'	56025000	56160000	1040	0
b'1'	56160000	56295000	1071	6.048591830054836e-09
b'1'	56295000	56430000	1257	4.378516122822914e-09
b'1'	56430000	56565000	1134	0
b'1'	56565000	56700000	1109	0
b'1'	56700000	56835000	992	2.1658010333640657e-09
b'1'	56835000	56970000	1187	0
b'1'	56970000	57105000	1126	0
b'1'	57105000	57240000	1124	0
b'1'	57240000	57375000	1138	3.102194105140624e-10
b'1'	57375000	57510000	1204	1.9503220298842994e-09
b'1'	57510000	57645000	1390	4.015632773028866e-09
b'1'	57645000	57780000	1074	0
b'1'	57780000	57915000	731	3.437570150633662e-09
b'1'	57915000	58050000	915	1.5526210517637342e-11
b'1'	58050000	58185000	859	0
b'1'	58185000	58320000	850	0
b'1'	58320000	58455000	1080	0
b'1'	58455000	58590000	1014	0
b'1'	58590000	58725000	867	2.2466568751516847e-09
b'1'	58725000	58860000	734	6.29800091895895e-09
b'1'	58860000	58995000	888	0
b'1'	58995000	59130000	1247	0
b'1'	59130000	59265000	1044	0
b'1'	59265000	59400000	1359	3.301088916611793e-10
b'1'	59400000	59535000	1163	0
b'1'	59535000	59670000	1340	8.204686090783442e-10
b'1'	59670000	59805000	1225	1.2311714082223652e-09
b'1'	59805000	59940000	1181	1.405152809048867e-09
b'1'	59940000	60075000	1157	1.4336272425174657e-09
b'1'	60075000	60210000	999	7.435450164322213e-10
b'1'	60210000	60345000	1148	0
b'1'	60345000	60480000	1245	5.953349715176211e-10
b'1'	60480000	60615000	944	0
b'1'	60615000	60750000	951	0
b'1'	60750000	60885000	963	0
b'1'	60885000	61020000	937	7.934928300028309e-10
b'1'	61020000	61155000	1020	1.9065695710799595e-09
b'1'	61155000	61290000	1221	3.799243577614949e-09
b'1'	61290000	61425000	1176	1.1628437671960237e-09
b'1'	61425000	61560000	1038	0
b'1'	61560000	61695000	986	0
b'1'	61695000	61830000	1067	5.607720705504339e-09
b'1'	61830000	61965000	1194	7.924167427385789e-09
b'1'	61965000	62100000	1187	0
b'1'	62100000	62235000	1320	0
b'1'	62235000	62370000	1257	9.349434502226679e-09
b'1'	62370000	62505000	1248	8.366430772253552e-10
b'1'	62505000	62640000	728	7.56787265727216e-09
b'1'	62640000	62775000	768	4.256324918031923e-09
b'1'	62775000	62910000	1052	0
b'1'	62910000	63045000	846	2.4626198477565595e-09
b'1'	63045000	63180000	1208	0
b'1'	63180000	63315000	1210	1.1027044728792638e-08
b'1'	63315000	63450000	1176	1.2679466562256484e-08
b'1'	63450000	63585000	879	5.853634767374306e-09
b'1'	63585000	63720000	724	1.2485056714666275e-08
b'1'	63720000	63855000	811	7.578712465744711e-09
b'1'	63855000	63990000	1004	5.956478206459355e-09
b'1'	63990000	64125000	1120	0
b'1'	64125000	64260000	1175	6.253057786113866e-09
b'1'	64260000	64395000	1185	1.2180260659183258e-08
b'1'	64395000	64530000	1203	9.826116592210452e-09
b'1'	64530000	64665000	1212	1.5643676519104784e-09
b'1'	64665000	64800000	1224	5.337786925976414e-09
b'1'	64800000	64935000	1065	1.958337768518871e-09
b'1'	64935000	65070000	1107	7.277510430980518e-09
b'1'	65070000	65205000	965	1.9388525115841973e-09
b'1'	65205000	65340000	1133	3.4942055375693745e-09
b'1'	65340000	65475000	1307	1.1130454631740026e-08
b'1'	65475000	65610000	1319	1.12796793619226e-08
b'1'	65610000	65745000	1170	2.3286521633346928e-08
b'1'	65745000	65880000	1062	7.250185424184046e-09
b'1'	65880000	66015000	1042	2.2406888499694558e-08
b'1'	66015000	66150000	1004	1.7997495297695154e-08
b'1'	66150000	66285000	1067	1.5588019260634933e-08
b'1'	66285000	66420000	934	2.083204471712556e-08
b'1'	66420000	66555000	1048	1.0932766993257053e-08
b'1'	66555000	66690000	1292	1.7442047232600366e-08
b'1'	66690000	66825000	1265	1.4579446852685824e-08
b'1'	66825000	66960000	1274	9.109358317928305e-09
b'1'	66960000	67095000	1178	1.3065838913565626e-08
b'1'	67095000	67230000	1329	2.0579795059436024e-08
b'1'	67230000	67365000	1039	8.398105192444242e-09
b'1'	67365000	67500000	1286	1.6610511280579987e-08
b'1'	67500000	67635000	1309	1.469533270972757e-08
b'1'	67635000	67770000	1183	1.5168992742504002e-08
b'1'	67770000	67905000	1050	1.6270297484577843e-08
b'1'	67905000	68040000	1233	1.2505441164236793e-08
b'1'	68040000	68175000	1228	1.788286336065937e-08
b'1'	68175000	68310000	1242	1.9593100255801374e-08
b'1'	68310000	68445000	1267	2.022631198494979e-08
b'1'	68445000	68580000	1195	1.1036179646029016e-08
b'1'	68580000	68715000	1360	1.905287109481397e-08
b'1'	68715000	68850000	1398	1.6451865651405292e-08
b'1'	68850000	68985000	1212	1.1845763748471425e-08
b'1'	68985000	69120000	1206	1.766791507332247e-08
b'1'	69120000	69255000	1436	2.681036820394657e-08
b'1'	69255000	69390000	1525	2.045621244341035e-08
b'1'	69390000	69525000	1390	2.6519667749232268e-08
b'1'	69525000	69660000	1317	1.5299458169439565e-08
b'1'	69660000	69795000	1492	2.467675319328454e-08
b'1'	69795000	69930000	1392	2.726885745454567e-08
b'1'	69930000	70065000	1034	1.1948959165102005e-08
b'1'	70065000	70200000	1249	1.9198537551997184e-08
b'1'	70200000	70335000	1228	2.090889818924504e-08
b'1'	70335000	70470000	1355	1.7074409436117064e-08
b'1'	70470000	70605000	1809	2.008304199988322e-08
b'1'	70605000	70740000	1272	1.62105850439433e-08
b'1'	70740000	70875000	1137	8.46139790467474e-09
b'1'	70875000	71010000	861	1.5515528385202847e-08
b'1'	71010000	71145000	1414	2.1128457932393317e-08
b'1'	71145000	71280000	1313	1.3615990816529992e-08
b'1'	71280000	71415000	1307	2.005255194500154e-08
b'1'	71415000	71550000	1358	5.895544843713752e-09
b'1'	71550000	71685000	1317	1.3009415263122147e-08
b'1'	71685000	71820000	1156	1.577932455628057e-08
b'1'	71820000	71955000	1129	3.445030424704191e-09
b'1'	71955000	72090000	1380	1.7117658677024275e-08
b'1'	72090000	72225000	1369	1.3546153521812265e-08
b'1'	72225000	72360000	1018	1.4086359309290788e-08
b'1'	72360000	72495000	756	1.635976302710811e-08
