chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'1'	4365000	4462000	3032	4.794251772547693e-08	4.713759635147892e-08	5.036348284274379e-08
b'1'	4462000	4559000	2950	8.026263519961097e-09	0	1.1051094483443923e-08
b'1'	4559000	4656000	2947	7.616259122742783e-09	0	1.064109008622561e-08
b'1'	4656000	4753000	2973	1.4240346027470746e-11	0	8.438084791274907e-08
b'1'	4753000	4850000	2801	1.6163010597066878e-08	1.542978653782074e-08	2.0396012546028024e-08
b'1'	4850000	4947000	2970	7.773198596712314e-09	0	1.079802956019514e-08
b'1'	4947000	5044000	3081	7.831918411606999e-09	0	1.0856749375089825e-08
b'1'	5044000	5141000	3060	7.751844562484483e-09	0	1.0776675525967309e-08
b'1'	5141000	5238000	3126	1.205791693857442e-10	0	8.448718673610733e-08
b'1'	5238000	5335000	3144	2.3987931666270145e-08	2.351934756141886e-08	2.7268683780690838e-08
b'1'	5335000	5432000	3085	7.812599321948005e-09	0	1.0837430285430831e-08
b'1'	5432000	5529000	2990	7.981144301584092e-09	0	1.1005975265066918e-08
b'1'	5529000	5626000	2827	1.628800473954439e-08	1.5554780680298252e-08	2.0521006688505537e-08
b'1'	5626000	5723000	3042	4.789657463455627e-08	4.709165326055826e-08	5.031753975182313e-08
b'1'	5723000	5820000	2944	7.92907988576339e-09	0	1.0953910849246216e-08
b'1'	5820000	5917000	2907	6.774415644500105e-09	0	9.799246607982931e-09
b'1'	5917000	6014000	3699	1.912872190821541e-08	1.839549784896927e-08	2.3361723857176556e-08
b'1'	6014000	6111000	3600	1.6747754306709363e-08	1.6014530247463224e-08	2.098075625567051e-08
b'1'	6111000	6208000	3611	1.654169907667973e-08	1.580847501743359e-08	2.0774701025640875e-08
b'1'	6208000	6305000	3534	1.628889869966057e-08	1.555567464041443e-08	2.0521900648621714e-08
b'1'	6305000	6402000	3449	1.601123321024014e-08	1.5278009150994e-08	2.0244235159201286e-08
b'1'	6402000	6499000	3430	1.6050594081758124e-08	1.5317370022511985e-08	2.028359603071927e-08
b'1'	6499000	6596000	3312	4.7959215746063555e-08	4.715429437206554e-08	5.0380180863330413e-08
b'1'	6596000	6693000	3314	4.803184656983756e-08	4.7226925195839546e-08	5.0452811687104416e-08
b'1'	6693000	6790000	3616	1.652097102067314e-08	1.5787746961427e-08	2.0753972969634285e-08
b'1'	6790000	6887000	3436	1.606874315559251e-08	1.533551909634637e-08	2.0301745104553654e-08
b'1'	6887000	6984000	3531	1.6546338083777607e-08	1.5813114024531468e-08	2.0779340032738753e-08
b'1'	6984000	7081000	3597	1.6915171013854472e-08	1.6181946954608333e-08	2.1148172962815618e-08
b'1'	7081000	7178000	3499	1.6168561429740594e-08	1.5435337370494455e-08	2.040156337870174e-08
b'1'	7178000	7275000	3748	1.8806977262201878e-08	1.807375320295574e-08	2.3039979211163024e-08
b'1'	7275000	7372000	3500	1.6178341222856278e-08	1.544511716361014e-08	2.0411343171817424e-08
b'1'	7372000	7469000	3716	1.9216782476723284e-08	1.8483558417477145e-08	2.344978442568443e-08
b'1'	7469000	7566000	3489	1.6327224491109365e-08	1.5594000431863226e-08	2.056022644007051e-08
b'1'	7566000	7663000	3391	7.709823970659286e-09	0	1.0734654934142112e-08
b'1'	7663000	7760000	3562	1.660909532077269e-08	1.5875871261526552e-08	2.0842097269733837e-08
b'1'	7760000	7857000	3468	1.6195553562541253e-08	1.5462329503295114e-08	2.04285555115024e-08
b'1'	7857000	7954000	3373	8.032402023187737e-09	0	1.1057232986670563e-08
b'1'	7954000	8051000	3212	7.590614286097224e-09	0	1.061544524958005e-08
b'1'	8051000	8148000	3544	1.635705766145449e-08	1.5623833602208352e-08	2.0590059610415637e-08
b'1'	8148000	8245000	3310	5.596286023193895e-08	5.483264901843196e-08	5.860254727866274e-08
b'1'	8245000	8342000	2999	8.009198398535063e-09	0	1.1034029362017889e-08
b'1'	8342000	8439000	3092	7.757009913509331e-09	0	1.0781840876992157e-08
b'1'	8439000	8536000	2882	7.517855312006801e-09	0	1.0542686275489627e-08
b'1'	8536000	8633000	2928	7.82529702561968e-09	0	1.0850127989102507e-08
b'1'	8633000	8730000	2665	1.1717717358621447e-10	0	8.44837847403078e-08
b'1'	8730000	8827000	2599	7.853364693448663e-09	0	1.087819565693149e-08
b'1'	8827000	8924000	2867	7.584814711254365e-09	0	1.0609645674737191e-08
b'1'	8924000	9021000	2981	7.99338145431967e-09	0	1.1018212417802496e-08
b'1'	9021000	9118000	2885	7.502534993213359e-09	0	1.0527365956696185e-08
b'1'	9118000	9215000	2927	7.666032980494867e-09	0	1.0690863943977693e-08
b'1'	9215000	9312000	2831	1.61593270484944e-08	1.5426102989248262e-08	2.0392328997455547e-08
b'1'	9312000	9409000	2958	7.581000950966279e-09	0	1.0605831914449105e-08
b'1'	9409000	9506000	3314	6.887189097501881e-11	0	8.44354794576966e-08
b'1'	9506000	9603000	3292	1.6027303878339397e-08	1.5294079819093258e-08	2.0260305827300543e-08
b'1'	9603000	9700000	3362	5.5962024849916475e-08	5.483181363640949e-08	5.860171189664027e-08
b'1'	9700000	9797000	2789	1.6071277474115556e-08	1.5338053414869417e-08	2.0304279423076702e-08
b'1'	9797000	9894000	2772	4.796458998553984e-08	4.715966861154183e-08	5.03855551028067e-08
b'1'	9894000	9991000	2961	7.8999335908073e-09	0	1.0924764554290126e-08
b'1'	9991000	10088000	3101	7.53715327232408e-09	0	1.0561984235806905e-08
b'1'	10088000	10185000	3083	7.780633891813866e-09	0	1.0805464855296692e-08
b'1'	10185000	10282000	3454	4.7955022688324174e-08	4.715010131432616e-08	5.037598780559103e-08
b'1'	10282000	10379000	3000	8.051430627343956e-09	0	1.1076261590826782e-08
b'1'	10379000	10476000	2756	1.606322221320707e-08	1.5329998153960932e-08	2.0296224162168217e-08
b'1'	10476000	10573000	2615	7.915399581810295e-09	0	1.0940230545293121e-08
b'1'	10573000	10670000	3386	7.535601554082457e-09	0	1.0560432517565283e-08
b'1'	10670000	10767000	3470	5.5963201393505194e-08	5.483299017999821e-08	5.8602888440228986e-08
b'1'	10767000	10864000	3150	4.8558863339046865e-11	0	8.441516643006064e-08
b'1'	10864000	10961000	3194	7.828182640921668e-09	0	1.0853013604404494e-08
b'1'	10961000	11058000	3064	7.729956454082713e-09	0	1.0754787417565539e-08
b'1'	11058000	11155000	3406	7.696641494611007e-09	0	1.0721472458093833e-08
b'1'	11155000	11252000	3800	1.942297599228203e-08	1.8689751933035892e-08	2.3655977941243177e-08
b'1'	11252000	11349000	3597	1.7122236587162986e-08	1.6389012527916847e-08	2.1355238536124132e-08
b'1'	11349000	11446000	3440	7.197445352028154e-08	7.10225425258082e-08	7.50048963502914e-08
b'1'	11446000	11543000	3323	4.7958178690486815e-08	4.71532573164888e-08	5.0379143807753674e-08
b'1'	11543000	11640000	3633	1.6805189698124295e-08	1.6071965638878156e-08	2.103819164708544e-08
b'1'	11640000	11737000	3610	1.6591062200642845e-08	1.5857838141396706e-08	2.082406414960399e-08
b'1'	11737000	11834000	3388	7.823236141777684e-09	0	1.084806710526051e-08
b'1'	11834000	11931000	3417	7.938902109345777e-09	0	1.0963733072828603e-08
b'1'	11931000	12028000	3370	8.013179132157695e-09	0	1.103801009564052e-08
b'1'	12028000	12125000	3451	1.6058953227264124e-08	1.5325729168017986e-08	2.029195517622527e-08
b'1'	12125000	12222000	3394	7.823065217428025e-09	0	1.0847896180910851e-08
b'1'	12222000	12319000	3683	1.876987662900607e-08	1.803665256975993e-08	2.3002878577967216e-08
b'1'	12319000	12416000	3757	1.9146306845804306e-08	1.8413082786558167e-08	2.3379308794765452e-08
b'1'	12416000	12513000	3611	1.66303378676609e-08	1.589711380841476e-08	2.0863339816622044e-08
b'1'	12513000	12610000	3572	1.6743865992483834e-08	1.6010641933237696e-08	2.097686794144498e-08
b'1'	12610000	12707000	3618	1.6709353102406794e-08	1.5976129043160655e-08	2.094235505136794e-08
b'1'	12707000	12804000	3787	1.9546916759772532e-08	1.8813692700526393e-08	2.3779918708733678e-08
b'1'	12804000	12901000	3618	1.6726110645895086e-08	1.5992886586648947e-08	2.0959112594856232e-08
b'1'	12901000	12998000	3532	1.634374540314876e-08	1.5610521343902622e-08	2.0576747352109907e-08
b'1'	12998000	13095000	3448	1.6013183637442114e-08	1.5279959578195975e-08	2.024618558640326e-08
b'1'	13095000	13192000	3568	1.682953035621451e-08	1.609630629696837e-08	2.1062532305175655e-08
b'1'	13192000	13289000	3537	1.6176528222267095e-08	1.5443304163020956e-08	2.040953017122824e-08
b'1'	13289000	13386000	3411	7.759549041963829e-09	0	1.0784380005446655e-08
b'1'	13386000	13483000	3383	7.760731597966856e-09	0	1.0785562561449682e-08
b'1'	13483000	13580000	3513	1.6391112319669523e-08	1.5657888260423384e-08	2.062411426863067e-08
b'1'	13580000	13677000	3410	7.905474803618117e-09	0	1.0930305767100943e-08
b'1'	13677000	13774000	3666	1.8330160082753518e-08	1.759693602350738e-08	2.2563162031714664e-08
b'1'	13774000	13871000	3534	1.627613520299802e-08	1.554291114375188e-08	2.0509137151959166e-08
b'1'	13871000	13968000	3561	1.664034767856974e-08	1.5907123619323602e-08	2.0873349627530887e-08
b'1'	13968000	14065000	3537	1.6234744883975714e-08	1.5501520824729575e-08	2.046774683293686e-08
b'1'	14065000	14162000	3573	1.687477506226731e-08	1.614155100302117e-08	2.1107777011228455e-08
b'1'	14162000	14259000	3572	1.6761012195611407e-08	1.602778813636527e-08	2.0994014144572553e-08
b'1'	14259000	14356000	3533	1.6274023728984187e-08	1.5540799669738048e-08	2.0507025677945333e-08
b'1'	14356000	14453000	3427	5.596889102705782e-08	5.483867981355083e-08	5.860857807378161e-08
b'1'	14453000	14550000	3434	4.002450971737727e-08	3.423407065580688e-08	4.3606443311553964e-08
b'1'	14550000	14647000	3695	1.9010313936155693e-08	1.8277089876909554e-08	2.324331588511684e-08
b'1'	14647000	14744000	3764	1.9381869802781662e-08	1.8648645743535523e-08	2.3614871751742808e-08
b'1'	14744000	14841000	3572	1.6780542578687562e-08	1.6047318519441423e-08	2.1013544527648708e-08
b'1'	14841000	14938000	3847	1.9829328277265542e-08	1.9096104218019403e-08	2.4062330226226688e-08
b'1'	14938000	15035000	3649	1.768243186685505e-08	1.6949207807608912e-08	2.1915433815816197e-08
b'1'	15035000	15132000	3611	1.652738016843534e-08	1.57941561091892e-08	2.0760382117396485e-08
b'1'	15132000	15229000	3637	1.707418717572648e-08	1.634096311648034e-08	2.1307189124687625e-08
b'1'	15229000	15326000	3666	1.8265269641161455e-08	1.7532045581915316e-08	2.24982715901226e-08
b'1'	15326000	15423000	3518	3.199908827132084e-08	3.0873379855948213e-08	3.438387779273547e-08
b'1'	15423000	15520000	3632	1.6731629698664593e-08	1.5998405639418454e-08	2.096463164762574e-08
b'1'	15520000	15617000	3637	1.699293154362563e-08	1.625970748437949e-08	2.1225933492586776e-08
b'1'	15617000	15714000	3723	1.9055366159058965e-08	1.8322142099812826e-08	2.328836810802011e-08
b'1'	15714000	15811000	3570	1.665321149665962e-08	1.591998743741348e-08	2.0886213445620765e-08
b'1'	15811000	15908000	3276	1.6297734629621304e-08	1.5564510570375165e-08	2.053073657858245e-08
b'1'	15908000	16005000	3557	1.621988992604982e-08	1.548666586680368e-08	2.0452891875010965e-08
b'1'	16005000	16102000	3644	1.7250752544268052e-08	1.6517528485021913e-08	2.1483754493229198e-08
b'1'	16102000	16199000	3353	4.799655971025563e-08	4.719163833625762e-08	5.041752482752249e-08
b'1'	16199000	16296000	3236	4.788085045330451e-08	4.7075929079306495e-08	5.0301815570571366e-08
b'1'	16296000	16393000	3362	4.802510785587957e-08	4.722018648188156e-08	5.044607297314643e-08
b'1'	16393000	16490000	3317	4.796661496667925e-08	4.7161693592681236e-08	5.0387580083946106e-08
b'1'	16490000	16587000	3427	4.798565662636368e-08	4.718073525236567e-08	5.040662174363054e-08
b'1'	16587000	16684000	3289	1.6211015430745864e-08	1.5477791371499725e-08	2.044401737970701e-08
b'1'	16684000	16781000	3291	1.6196165110968153e-08	1.5462941051722014e-08	2.04291670599293e-08
b'1'	16781000	16878000	3039	5.596850709145835e-08	5.4838295877951366e-08	5.860819413818214e-08
b'1'	16878000	16975000	2770	3.1972632102310045e-08	3.084692368693742e-08	3.4357421623724675e-08
b'1'	16975000	17072000	2773	4.797473516166227e-08	4.716981378766426e-08	5.039570027892913e-08
b'1'	17072000	17169000	2710	4.7907118863205584e-08	4.710219748920757e-08	5.032808398047244e-08
b'1'	17169000	17266000	2725	4.000119065436986e-08	3.421075159279947e-08	4.358312424854655e-08
b'1'	17266000	17363000	2806	3.198614182548002e-08	3.0860433410107395e-08	3.437093134689465e-08
b'1'	17363000	17460000	2728	4.8025166605756534e-08	4.722024523175852e-08	5.044613172302339e-08
b'1'	17460000	17557000	2647	3.1978792422011466e-08	3.085308400663884e-08	3.4363581943426095e-08
b'1'	17557000	17654000	2940	7.73833896211289e-09	0	1.0763169925595716e-08
b'1'	17654000	17751000	2964	7.959671736902733e-09	0	1.098450270038556e-08
b'1'	17751000	17848000	2860	7.87654667340982e-09	0	1.0901377636892646e-08
b'1'	17848000	17945000	2903	6.86533880935232e-09	0	9.890169772835146e-09
b'1'	17945000	18042000	2818	1.6120407659969995e-08	1.5387183600723856e-08	2.035340960893114e-08
b'1'	18042000	18139000	3033	4.803105859999649e-08	4.722613722599848e-08	5.045202371726335e-08
b'1'	18139000	18236000	3064	7.612423717763181e-09	0	1.0637254681246007e-08
b'1'	18236000	18333000	3060	7.838336577990661e-09	0	1.0863167541473487e-08
b'1'	18333000	18430000	2932	7.724607294963264e-09	0	1.074943825844609e-08
b'1'	18430000	18527000	3089	7.832883489995292e-09	0	1.0857714453478119e-08
b'1'	18527000	18624000	3357	1.3464572798292002e-11	0	8.438007213951988e-08
b'1'	18624000	18721000	3470	4.794643902208953e-08	4.714151764809152e-08	5.036740413935639e-08
b'1'	18721000	18818000	3132	4.7978767258481425e-08	4.7173845884483413e-08	5.0399732375748284e-08
b'1'	18818000	18915000	2908	7.0700226935696125e-09	0	1.0094853657052439e-08
b'1'	18915000	19012000	3112	7.93255935581588e-09	0	1.0957390319298706e-08
b'1'	19012000	19109000	3160	8.015761206428683e-09	0	1.1040592169911509e-08
b'1'	19109000	19206000	2907	7.0934625202130115e-09	0	1.0118293483695838e-08
b'1'	19206000	19303000	2979	2.3957687332677886e-08	2.34891032278266e-08	2.723843944709858e-08
b'1'	19303000	19400000	3254	1.0434101260215452e-10	0	8.447094857932375e-08
b'1'	19400000	19497000	3290	1.6141118365866723e-08	1.5407894306620584e-08	2.037412031482787e-08
b'1'	19497000	19594000	3394	7.674605824383753e-09	0	1.069943678786658e-08
b'1'	19594000	19691000	3163	7.848330584839031e-09	0	1.0873161548321858e-08
b'1'	19691000	19788000	3331	4.8030027728617324e-08	4.722510635461931e-08	5.045099284588418e-08
b'1'	19788000	19885000	3467	1.6047640955632603e-08	1.5314416896386464e-08	2.028064290459375e-08
b'1'	19885000	19982000	3556	1.6426115994537476e-08	1.5692891935291337e-08	2.0659117943498622e-08
b'1'	19982000	20079000	3331	1.6061955483403715e-08	1.5328731424157576e-08	2.029495743236486e-08
b'1'	20079000	20176000	3712	1.9098471218642313e-08	1.8365247159396174e-08	2.333147316760346e-08
b'1'	20176000	20273000	3652	1.773999523680314e-08	1.7006771177557e-08	2.1972997185764285e-08
b'1'	20273000	20370000	3359	4.79734205043277e-08	4.716849913032969e-08	5.039438562159456e-08
b'1'	20370000	20467000	3401	7.780649352307803e-09	0	1.0805480315790629e-08
b'1'	20467000	20564000	3333	5.599056114249506e-08	5.4860349928988075e-08	5.863024818921885e-08
b'1'	20564000	20661000	3640	1.7175830647075636e-08	1.6442606587829497e-08	2.1408832596036782e-08
b'1'	20661000	20758000	3451	3.197576302411585e-08	3.085005460874322e-08	3.436055254553048e-08
b'1'	20758000	20855000	3383	7.70094896000553e-09	0	1.0725779923488357e-08
b'1'	20855000	20952000	3414	7.870192066834578e-09	0	1.0895023030317404e-08
b'1'	20952000	21049000	3215	7.4127921511817175e-09	0	1.0437623114664544e-08
b'1'	21049000	21146000	3303	6.40082763963012e-08	6.329466731336492e-08	6.653642608589689e-08
b'1'	21146000	21243000	3200	7.743612193028772e-09	0	1.0768443156511598e-08
b'1'	21243000	21340000	3576	1.66491112877755e-08	1.5915887228529362e-08	2.0882113236736647e-08
b'1'	21340000	21437000	3540	1.6146721077086764e-08	1.5413497017840625e-08	2.037972302604791e-08
b'1'	21437000	21534000	3707	1.9245901114573555e-08	1.8512677055327416e-08	2.34789030635347e-08
b'1'	21534000	21631000	3745	1.873709634494974e-08	1.80038722857036e-08	2.2970098293910885e-08
b'1'	21631000	21728000	3539	1.6123659688978323e-08	1.5390435629732184e-08	2.035666163793947e-08
b'1'	21728000	21825000	3704	1.920677661682956e-08	1.8473552557583422e-08	2.3439778565790707e-08
b'1'	21825000	21922000	3727	1.909776003592114e-08	1.8364535976675003e-08	2.3330761984882287e-08
b'1'	21922000	22019000	3678	1.8981070068304527e-08	1.8247846009058388e-08	2.3214072017265673e-08
b'1'	22019000	22116000	3570	1.6696794543180568e-08	1.596357048393443e-08	2.0929796492141714e-08
b'1'	22116000	22213000	3542	1.622074368888176e-08	1.548751962963562e-08	2.0453745637842905e-08
b'1'	22213000	22310000	3419	7.961817653461395e-09	0	1.098664861694422e-08
b'1'	22310000	22407000	3591	1.69650345424714e-08	1.623181048322526e-08	2.1198036491432545e-08
b'1'	22407000	22504000	3583	1.6819931536769536e-08	1.6086707477523397e-08	2.105293348573068e-08
b'1'	22504000	22601000	3224	7.892985129481548e-09	0	1.0917816092964374e-08
b'1'	22601000	22698000	3534	1.625333252048815e-08	1.552010846124201e-08	2.0486334469449296e-08
b'1'	22698000	22795000	3342	5.596775279113742e-08	5.483754157763043e-08	5.860743983786121e-08
b'1'	22795000	22892000	3305	1.616699115890624e-08	1.54337670996601e-08	2.0399993107867384e-08
b'1'	22892000	22989000	3715	1.9104646483487876e-08	1.8371422424241737e-08	2.3337648432449022e-08
b'1'	22989000	23086000	3756	1.9225100737811983e-08	1.8491876678565844e-08	2.345810268677313e-08
b'1'	23086000	23183000	3606	1.6435884278174337e-08	1.5702660218928198e-08	2.0668886227135483e-08
b'1'	23183000	23280000	3592	1.677266717485857e-08	1.603944311561243e-08	2.1005669123819716e-08
b'1'	23280000	23377000	3564	1.6865346394147294e-08	1.6132122334901155e-08	2.109834834310844e-08
b'1'	23377000	23474000	3497	3.198783938771447e-08	3.086213097234184e-08	3.43726289091291e-08
b'1'	23474000	23571000	3479	4.7980197697737266e-08	4.7175276323739254e-08	5.0401162815004125e-08
b'1'	23571000	23668000	3597	1.7004691911906466e-08	1.6271467852660327e-08	2.1237693860867612e-08
b'1'	23668000	23765000	3712	1.9073970802114733e-08	1.8340746742868594e-08	2.330697275107588e-08
b'1'	23765000	23862000	3760	1.9368371073740707e-08	1.863514701449457e-08	2.3601373022701853e-08
b'1'	23862000	23959000	3724	1.8985866600657303e-08	1.8252642541411164e-08	2.321886854961845e-08
b'1'	23959000	24056000	3719	1.9241198547667264e-08	1.8507974488421125e-08	2.347420049662841e-08
b'1'	24056000	24153000	3661	1.8172505990397497e-08	1.7439281931151358e-08	2.2405507939358642e-08
b'1'	24153000	24250000	3386	7.779857087885086e-09	0	1.0804688051367912e-08
b'1'	24250000	24347000	3609	1.6688201772432825e-08	1.5954977713186686e-08	2.092120372139397e-08
b'1'	24347000	24444000	836	1.6409153943071032e-08	1.5675929883824893e-08	2.0642155892032178e-08
b'1'	24541000	24638000	1347	5.294223144898375e-09	0	8.319054108381201e-09
b'1'	24638000	24735000	3786	1.9484189584848998e-08	1.875096552560286e-08	2.3717191533810144e-08
b'1'	24735000	24832000	3540	1.6306434679018658e-08	1.557321061977252e-08	2.0539436627979804e-08
b'1'	24832000	24929000	1263	1.6064712948389276e-08	1.5331488889143137e-08	2.0297714897350422e-08
b'1'	24929000	25026000	1174	4.636778352126101e-09	0	7.661609315608927e-09
b'1'	25026000	25123000	3869	2.0020654294719982e-08	1.9287430235473843e-08	2.4253656243681128e-08
b'1'	25123000	25220000	3666	1.8397795964502525e-08	1.7664571905256386e-08	2.263079791346367e-08
b'1'	25220000	25317000	3036	5.5956369057667244e-08	5.482615784416026e-08	5.8596056104391036e-08
b'1'	25317000	25414000	2634	5.721270300833521e-12	0	8.437232883702243e-08
b'1'	25414000	25511000	2705	4.7890641412332485e-08	4.7085720038334473e-08	5.0311606529599344e-08
b'1'	25511000	25608000	2878	7.2287724195960725e-09	0	1.0253603383078899e-08
b'1'	25608000	25705000	2963	7.673070769118927e-09	0	1.0697901732601753e-08
b'1'	25705000	25802000	3250	4.7888915677642414e-08	4.70839943036444e-08	5.030988079490927e-08
b'1'	25802000	25899000	2868	7.399803962007267e-09	0	1.0424634925490093e-08
b'1'	25899000	25996000	3284	1.6225702899987426e-08	1.5492478840741287e-08	2.045870484894857e-08
b'1'	25996000	26093000	3111	7.90335637238201e-09	0	1.0928187335864836e-08
b'1'	26093000	26190000	3428	4.7997290476269126e-08	4.7192369102271114e-08	5.0418255593535985e-08
b'1'	26190000	26287000	3393	7.625522535360926e-09	0	1.0650353498843752e-08
b'1'	26287000	26384000	3107	7.722422727169755e-09	0	1.0747253690652581e-08
b'1'	26384000	26481000	3439	4.0014445966522915e-08	3.422400690495252e-08	4.359637956069961e-08
b'1'	26481000	26578000	3459	5.595357620532889e-08	5.4823364991821905e-08	5.859326325205268e-08
b'1'	26578000	26675000	3431	4.797467538108571e-08	4.71697540070877e-08	5.039564049835257e-08
b'1'	26675000	26772000	3729	1.88362173508212e-08	1.8102993291575062e-08	2.3069219299782347e-08
b'1'	26772000	26869000	3764	1.9260182831740856e-08	1.8526958772494717e-08	2.3493184780702002e-08
b'1'	26869000	26966000	3634	1.695880490822215e-08	1.6225580848976012e-08	2.1191806857183297e-08
b'1'	26966000	27063000	3728	1.9003071553661846e-08	1.8269847494415707e-08	2.3236073502622992e-08
b'1'	27063000	27160000	3507	1.6232727289516738e-08	1.54995032302706e-08	2.0465729238477884e-08
b'1'	27160000	27257000	3444	4.8041030103237014e-08	4.7236108729239e-08	5.046199522050387e-08
b'1'	27257000	27354000	3575	1.6712732508706848e-08	1.597950844946071e-08	2.0945734457667994e-08
b'1'	27354000	27451000	3354	8.194391038327463e-11	0	8.444855147710486e-08
b'1'	27451000	27548000	3320	4.790556147611618e-08	4.710064010211817e-08	5.032652659338304e-08
b'1'	27548000	27645000	3258	9.602240794691955e-11	0	8.446262997466851e-08
b'1'	27645000	27742000	3327	7.200074855658884e-08	7.10488375621155e-08	7.50311913865987e-08
b'1'	27742000	27839000	3364	7.95642434604259e-09	0	1.0981255309525416e-08
b'1'	27839000	27936000	3251	4.797237726455339e-08	4.716745589055538e-08	5.039334238182025e-08
b'1'	27936000	28033000	3518	1.611295278157613e-08	1.537972872232999e-08	2.0345954730537274e-08
b'1'	28033000	28130000	2001	7.762655055196069e-09	0	1.0787486018678895e-08
b'1'	28130000	28227000	2880	6.48658728528085e-09	0	9.511418248763676e-09
b'1'	28227000	28324000	3407	7.889449142734547e-09	0	1.0914280106217373e-08
b'1'	28324000	28421000	3569	1.6594384918465125e-08	1.5861160859218986e-08	2.082738686742627e-08
b'1'	28421000	28518000	3753	1.9227347662931046e-08	1.8494123603684907e-08	2.3460349611892192e-08
