chrom	start	end	nSites	recombRate
b'1'	8827000	8924000	2867	3.71452504613437e-08
b'1'	8924000	9021000	2981	3.915337060079267e-08
b'1'	9021000	9118000	2885	3.7531724502137436e-08
b'1'	9118000	9215000	2927	3.754046895750905e-08
b'1'	9215000	9312000	2831	3.800416129419486e-08
b'1'	9312000	9409000	2958	3.903121655105166e-08
b'1'	9409000	9506000	3314	4.072858737599288e-08
b'1'	9506000	9603000	3292	3.9818540121996765e-08
b'1'	9603000	9700000	3362	4.042796872192159e-08
b'1'	9700000	9797000	2789	3.7829419748588236e-08
b'1'	9797000	9894000	2772	3.756267658278555e-08
b'1'	9894000	9991000	2961	3.872381894279232e-08
b'1'	9991000	10088000	3101	3.7699255101587895e-08
b'1'	10088000	10185000	3083	3.788867810402177e-08
b'1'	10185000	10282000	3454	4.1134061848487216e-08
b'1'	10282000	10379000	3000	3.950303438652884e-08
b'1'	10379000	10476000	2756	3.8071368576695244e-08
b'1'	10476000	10573000	2615	3.8715685348714554e-08
b'1'	10573000	10670000	3386	3.986764196361232e-08
b'1'	10670000	10767000	3470	4.089306985317173e-08
b'1'	10767000	10864000	3150	3.781157833858322e-08
b'1'	10864000	10961000	3194	3.831093683230226e-08
b'1'	10961000	11058000	3064	3.867460441135428e-08
b'1'	11058000	11155000	3406	4.0040531513828384e-08
b'1'	11155000	11252000	3800	4.2056463089312684e-08
b'1'	11252000	11349000	3597	4.1346283238849314e-08
b'1'	11349000	11446000	3440	4.0502194209753704e-08
b'1'	11446000	11543000	3323	4.0166405379883905e-08
b'1'	11543000	11640000	3633	4.06503545281319e-08
b'1'	11640000	11737000	3610	4.118618295278569e-08
b'1'	11737000	11834000	3388	4.030610777737816e-08
b'1'	11834000	11931000	3417	4.025567633328389e-08
b'1'	11931000	12028000	3370	4.0218151996662537e-08
b'1'	12028000	12125000	3451	4.1410165656236593e-08
b'1'	12125000	12222000	3394	4.057236080257718e-08
b'1'	12222000	12319000	3683	4.051817623768771e-08
b'1'	12319000	12416000	3757	4.094692528132357e-08
b'1'	12416000	12513000	3611	4.124494451101401e-08
b'1'	12513000	12610000	3572	4.1233206216882854e-08
b'1'	12610000	12707000	3618	4.1139272378511015e-08
b'1'	12707000	12804000	3787	4.05137394194939e-08
b'1'	12804000	12901000	3618	4.115699766302822e-08
b'1'	12901000	12998000	3532	4.005467548228928e-08
b'1'	12998000	13095000	3448	4.071409161687616e-08
b'1'	13095000	13192000	3568	4.082158740053083e-08
b'1'	13192000	13289000	3537	4.060685969231804e-08
b'1'	13289000	13386000	3411	3.995845140794245e-08
b'1'	13386000	13483000	3383	3.99603403367352e-08
b'1'	13483000	13580000	3513	4.028641110810053e-08
b'1'	13580000	13677000	3410	4.029077921298795e-08
b'1'	13677000	13774000	3666	4.0960518147594284e-08
b'1'	13774000	13871000	3534	4.003647742875118e-08
b'1'	13871000	13968000	3561	4.0779672970764006e-08
b'1'	13968000	14065000	3537	3.998403680757798e-08
b'1'	14065000	14162000	3573	4.092659095256262e-08
b'1'	14162000	14259000	3572	4.07500616585069e-08
b'1'	14259000	14356000	3533	4.036004360009848e-08
b'1'	14356000	14453000	3427	4.0607439632624e-08
b'1'	14453000	14550000	3434	4.05571517993401e-08
b'1'	14550000	14647000	3695	4.040876408286355e-08
b'1'	14647000	14744000	3764	4.176182730282905e-08
b'1'	14744000	14841000	3572	4.1442786611313724e-08
b'1'	14841000	14938000	3847	4.138232165021992e-08
b'1'	14938000	15035000	3649	4.047542968978047e-08
b'1'	15035000	15132000	3611	4.132854661663656e-08
b'1'	15132000	15229000	3637	4.072916388063352e-08
b'1'	15229000	15326000	3666	4.086729686620975e-08
b'1'	15326000	15423000	3518	3.993687749113416e-08
b'1'	15423000	15520000	3632	4.104521897898606e-08
b'1'	15520000	15617000	3637	4.090992247869774e-08
b'1'	15617000	15714000	3723	4.0611818044507374e-08
b'1'	15714000	15811000	3570	4.036220532071761e-08
b'1'	15811000	15908000	3276	3.986258535139484e-08
b'1'	15908000	16005000	3557	4.038932852415022e-08
b'1'	16005000	16102000	3644	4.002356138854844e-08
b'1'	16102000	16199000	3353	4.051908153549945e-08
b'1'	16199000	16296000	3236	3.913359628547882e-08
b'1'	16296000	16393000	3362	4.053177666242213e-08
b'1'	16393000	16490000	3317	3.9941531443376174e-08
b'1'	16490000	16587000	3427	4.0494720950550375e-08
b'1'	16587000	16684000	3289	4.0026031631913284e-08
b'1'	16684000	16781000	3291	3.984836032270531e-08
b'1'	16781000	16878000	3039	3.879183034276077e-08
b'1'	16878000	16975000	2770	3.73814636179828e-08
b'1'	16975000	17072000	2773	3.695884620624294e-08
b'1'	17072000	17169000	2710	3.850480713170918e-08
b'1'	17169000	17266000	2725	3.836588274062656e-08
b'1'	17266000	17363000	2806	3.805886430098107e-08
b'1'	17363000	17460000	2728	3.824656620687306e-08
b'1'	17460000	17557000	2647	4.004272089155334e-08
b'1'	17557000	17654000	2940	3.8176720161623913e-08
b'1'	17654000	17751000	2964	3.8812058853029877e-08
b'1'	17751000	17848000	2860	3.773231633717574e-08
b'1'	17848000	17945000	2903	3.724725553646775e-08
b'1'	17945000	18042000	2818	3.839060922393217e-08
b'1'	18042000	18139000	3033	3.9408790994711704e-08
b'1'	18139000	18236000	3064	3.955028131243831e-08
b'1'	18236000	18333000	3060	3.864195425312193e-08
b'1'	18333000	18430000	2932	3.766614456420271e-08
b'1'	18430000	18527000	3089	3.8370002103344835e-08
b'1'	18527000	18624000	3357	4.008500965852965e-08
b'1'	18624000	18721000	3470	4.013495323814852e-08
b'1'	18721000	18818000	3132	3.786648508032288e-08
b'1'	18818000	18915000	2908	3.73709925690048e-08
b'1'	18915000	19012000	3112	3.801588086395003e-08
b'1'	19012000	19109000	3160	3.842983009208838e-08
b'1'	19109000	19206000	2907	3.786647511689346e-08
b'1'	19206000	19303000	2979	3.9449779169108346e-08
b'1'	19303000	19400000	3254	3.902230890157737e-08
b'1'	19400000	19497000	3290	3.9681161613892957e-08
b'1'	19497000	19594000	3394	3.9938081348262175e-08
b'1'	19594000	19691000	3163	3.845369113129997e-08
b'1'	19691000	19788000	3331	4.024275960594809e-08
b'1'	19788000	19885000	3467	4.11642242414616e-08
b'1'	19885000	19982000	3556	4.083981360505164e-08
b'1'	19982000	20079000	3331	4.034361974560436e-08
b'1'	20079000	20176000	3712	4.054170161239757e-08
b'1'	20176000	20273000	3652	4.050661728528624e-08
b'1'	20273000	20370000	3359	4.0362825114741276e-08
b'1'	20370000	20467000	3401	4.0565295700413825e-08
b'1'	20467000	20564000	3333	4.033862909816102e-08
b'1'	20564000	20661000	3640	4.073527111930575e-08
b'1'	20661000	20758000	3451	4.139254893874349e-08
b'1'	20758000	20855000	3383	3.982296800746075e-08
b'1'	20855000	20952000	3414	4.015748982837938e-08
b'1'	20952000	21049000	3215	3.886252774587613e-08
b'1'	21049000	21146000	3303	4.044271940740503e-08
b'1'	21146000	21243000	3200	3.912536580563904e-08
b'1'	21243000	21340000	3576	4.1006157525700686e-08
b'1'	21340000	21437000	3540	4.029790409572787e-08
b'1'	21437000	21534000	3707	4.0388793247493414e-08
b'1'	21534000	21631000	3745	4.078176391667755e-08
b'1'	21631000	21728000	3539	4.00978989005429e-08
b'1'	21728000	21825000	3704	4.080715966758744e-08
b'1'	21825000	21922000	3727	4.044421254755295e-08
b'1'	21922000	22019000	3678	4.091727823814714e-08
b'1'	22019000	22116000	3570	4.062404695164618e-08
b'1'	22116000	22213000	3542	4.113432158478538e-08
b'1'	22213000	22310000	3419	4.0473796374487504e-08
b'1'	22310000	22407000	3591	4.1701944343440395e-08
b'1'	22407000	22504000	3583	4.0958724043164357e-08
b'1'	22504000	22601000	3224	3.905362155530077e-08
b'1'	22601000	22698000	3534	4.044293860285242e-08
b'1'	22698000	22795000	3342	4.0342641268121325e-08
b'1'	22795000	22892000	3305	4.021073164670513e-08
b'1'	22892000	22989000	3715	4.077537289204992e-08
b'1'	22989000	23086000	3756	4.1030209244337514e-08
b'1'	23086000	23183000	3606	4.1261069462625315e-08
b'1'	23183000	23280000	3592	4.0948231521278106e-08
b'1'	23280000	23377000	3564	4.112041882150284e-08
b'1'	23377000	23474000	3497	4.095830351772923e-08
b'1'	23474000	23571000	3479	4.05556009400148e-08
b'1'	23571000	23668000	3597	4.08597524887343e-08
b'1'	23668000	23765000	3712	4.057874907867256e-08
b'1'	23765000	23862000	3760	4.0877269228366606e-08
b'1'	23862000	23959000	3724	4.04033659655133e-08
b'1'	23959000	24056000	3719	4.06664073307715e-08
b'1'	24056000	24153000	3661	4.049333775169268e-08
b'1'	24153000	24250000	3386	3.983063778672036e-08
b'1'	24250000	24347000	3609	4.084069794530492e-08
b'1'	24347000	24444000	836	3.912163853822537e-08
b'1'	24541000	24638000	1347	3.7508360260131074e-08
b'1'	24638000	24735000	3786	4.098932826269885e-08
b'1'	24735000	24832000	3540	4.003369728837451e-08
b'1'	24832000	24929000	1263	3.962082325706618e-08
b'1'	24929000	25026000	1174	3.496965920240012e-08
b'1'	25026000	25123000	3869	3.963778702636528e-08
b'1'	25123000	25220000	3666	4.065087400072824e-08
b'1'	25220000	25317000	3036	3.923570975584371e-08
b'1'	25317000	25414000	2634	4.011882691227109e-08
b'1'	25414000	25511000	2705	3.8845496122186965e-08
b'1'	25511000	25608000	2878	3.789312179354623e-08
b'1'	25608000	25705000	2963	3.8721896000912904e-08
b'1'	25705000	25802000	3250	3.951575665520755e-08
b'1'	25802000	25899000	2868	3.758318303837902e-08
b'1'	25899000	25996000	3284	4.0286551283245575e-08
b'1'	25996000	26093000	3111	3.789066185717735e-08
b'1'	26093000	26190000	3428	4.0702761479784975e-08
b'1'	26190000	26287000	3393	3.997462377173517e-08
b'1'	26287000	26384000	3107	3.758825803140596e-08
b'1'	26384000	26481000	3439	4.036047168399731e-08
b'1'	26481000	26578000	3459	4.1140096938187735e-08
b'1'	26578000	26675000	3431	4.077198601317779e-08
b'1'	26675000	26772000	3729	4.0570733671481786e-08
b'1'	26772000	26869000	3764	4.128209504724859e-08
b'1'	26869000	26966000	3634	4.093852370535087e-08
b'1'	26966000	27063000	3728	4.0740520815914194e-08
b'1'	27063000	27160000	3507	4.0526731731466736e-08
b'1'	27160000	27257000	3444	4.063551863814854e-08
b'1'	27257000	27354000	3575	4.090573371554001e-08
b'1'	27354000	27451000	3354	4.038508341608124e-08
b'1'	27451000	27548000	3320	4.0363867495599266e-08
b'1'	27548000	27645000	3258	3.936899018624954e-08
b'1'	27645000	27742000	3327	3.986706614610474e-08
b'1'	27742000	27839000	3364	4.047347960614503e-08
b'1'	27839000	27936000	3251	3.9288406334083226e-08
b'1'	27936000	28033000	3518	3.981479318539914e-08
b'1'	28033000	28130000	2001	3.9433086302019696e-08
b'1'	28130000	28227000	2880	3.681742185329047e-08
b'1'	28227000	28324000	3407	4.007634559772652e-08
b'1'	28324000	28421000	3569	4.088309955241407e-08
b'1'	28421000	28518000	3753	4.0917529041715474e-08
b'1'	28518000	28615000	3711	4.077005997919959e-08
b'1'	28615000	28712000	3491	4.059568416016624e-08
b'1'	28712000	28809000	3730	4.0928028434932363e-08
b'1'	28809000	28906000	3654	4.06915131115284e-08
b'1'	28906000	29003000	3538	4.001918641233039e-08
b'1'	29003000	29100000	3476	4.045000988921335e-08
b'1'	29100000	29197000	3339	4.016525168346956e-08
b'1'	29197000	29294000	3367	4.047415574507994e-08
b'1'	29294000	29391000	3217	3.8696196193622237e-08
b'1'	29391000	29488000	3600	4.1557128645250886e-08
b'1'	29488000	29585000	3573	4.0920096170842326e-08
b'1'	29585000	29682000	3543	4.0490186559461483e-08
b'1'	29682000	29779000	3539	3.9961982584758e-08
b'1'	29779000	29876000	3512	4.036066476838827e-08
b'1'	29876000	29973000	3694	4.071960654684728e-08
b'1'	29973000	30070000	3782	4.08950460478636e-08
b'1'	30070000	30167000	3756	4.15433877018049e-08
b'1'	30167000	30264000	3490	4.0509417352521765e-08
b'1'	30264000	30361000	3563	4.120081064145069e-08
b'1'	30361000	30458000	3608	4.1481388372579324e-08
b'1'	30458000	30555000	3693	4.078503467006187e-08
b'1'	30555000	30652000	3529	4.051476943195674e-08
b'1'	30652000	30749000	3482	4.0604933658339835e-08
b'1'	30749000	30846000	3597	4.1057627914987614e-08
b'1'	30846000	30943000	3351	4.019293661818194e-08
b'1'	30943000	31040000	3415	4.045525134022503e-08
b'1'	31040000	31137000	3421	4.021389520733147e-08
b'1'	31137000	31234000	3242	3.874778030343124e-08
b'1'	31234000	31331000	3382	4.026728475926597e-08
b'1'	31331000	31428000	3627	4.0997022091615706e-08
b'1'	31428000	31525000	2705	3.908807801457494e-08
b'1'	31525000	31622000	3135	3.810195871000192e-08
b'1'	31622000	31719000	3305	4.045682487494143e-08
b'1'	31719000	31816000	3116	3.834714359127353e-08
b'1'	31816000	31913000	2852	3.839074424557924e-08
b'1'	31913000	32010000	3099	3.75873846852817e-08
b'1'	32010000	32107000	3000	3.955671459574938e-08
b'1'	32107000	32204000	3124	3.790204009358301e-08
b'1'	32204000	32301000	3133	3.7683517349458117e-08
b'1'	32301000	32398000	3200	3.8662065950770174e-08
b'1'	32398000	32495000	3188	3.8622474030759445e-08
b'1'	32495000	32592000	2588	3.819445334817135e-08
b'1'	32592000	32689000	2956	3.832109197185412e-08
b'1'	32689000	32786000	3211	3.8684330092741184e-08
b'1'	32786000	32883000	3525	3.975513080109223e-08
b'1'	32883000	32980000	3708	4.042616293622957e-08
b'1'	32980000	33077000	3316	4.0806706846898304e-08
b'1'	33077000	33174000	3521	3.966059159849107e-08
b'1'	33174000	33271000	3623	4.095121986297315e-08
b'1'	33271000	33368000	3733	4.099276186661932e-08
b'1'	33368000	33465000	3719	4.0645868236357486e-08
b'1'	33465000	33562000	3640	4.030969873477027e-08
b'1'	33562000	33659000	3691	4.0825275243684955e-08
b'1'	33659000	33756000	3763	4.104581128768717e-08
b'1'	33756000	33853000	3497	4.035662373883929e-08
b'1'	33853000	33950000	3641	4.0433455479437084e-08
b'1'	33950000	34047000	3215	3.896496554304719e-08
b'1'	34047000	34144000	3381	4.0407422799122753e-08
b'1'	34144000	34241000	3315	4.053151967465622e-08
b'1'	34241000	34338000	3429	4.047866746077772e-08
b'1'	34338000	34435000	3643	4.036209812795964e-08
b'1'	34435000	34532000	3647	4.046455718330987e-08
b'1'	34532000	34629000	3534	4.023576390422419e-08
b'1'	34629000	34726000	3566	4.0853920446854174e-08
b'1'	34726000	34823000	3554	4.064793032268235e-08
b'1'	34823000	34920000	3468	4.0952040299851484e-08
b'1'	34920000	35017000	3401	4.082099852749504e-08
b'1'	35017000	35114000	3447	4.105379027682555e-08
b'1'	35114000	35211000	3404	4.048170252752111e-08
b'1'	35211000	35308000	3701	4.0753667732826415e-08
b'1'	35308000	35405000	3545	4.056392555708434e-08
b'1'	35405000	35502000	3508	4.027779789514414e-08
b'1'	35502000	35599000	3657	4.0291624386656585e-08
b'1'	35599000	35696000	3562	4.1683760741169546e-08
b'1'	35696000	35793000	3609	4.123381742174322e-08
b'1'	35793000	35890000	3422	4.02503208181836e-08
b'1'	35890000	35987000	3575	4.161974330213521e-08
b'1'	35987000	36084000	3478	4.108039606906102e-08
b'1'	36084000	36181000	3226	3.8732789808508495e-08
b'1'	36181000	36278000	3325	4.007399972544626e-08
b'1'	36278000	36375000	3608	4.1434971159844554e-08
b'1'	36375000	36472000	3578	4.100209244649446e-08
b'1'	36472000	36569000	3399	4.016657166608538e-08
b'1'	36569000	36666000	3291	3.998923565633969e-08
b'1'	36666000	36763000	3299	3.9888148075639255e-08
b'1'	36763000	36860000	3345	4.015097237126798e-08
b'1'	36860000	36957000	3209	3.8646720551619896e-08
b'1'	36957000	37054000	3386	3.9779119303487183e-08
b'1'	37054000	37151000	3131	3.7977365681450484e-08
b'1'	37151000	37248000	2937	3.804357885419062e-08
b'1'	37248000	37345000	3314	3.9615787087057355e-08
b'1'	37345000	37442000	3489	4.0656354574046163e-08
b'1'	37442000	37539000	3407	3.9770690929324984e-08
b'1'	37539000	37636000	3614	4.119137080741838e-08
b'1'	37636000	37733000	3648	4.0455270579950814e-08
b'1'	37733000	37830000	3559	4.097975168918682e-08
b'1'	37830000	37927000	3568	4.0871831944431704e-08
b'1'	37927000	38024000	3618	4.108386128110243e-08
b'1'	38024000	38121000	3742	4.039428137927505e-08
b'1'	38121000	38218000	3742	4.074768417810569e-08
b'1'	38218000	38315000	3662	4.069651131743545e-08
b'1'	38315000	38412000	3637	4.0543046331803686e-08
b'1'	38412000	38509000	3708	4.092106159279715e-08
b'1'	38509000	38606000	3543	4.0275847124375635e-08
b'1'	38606000	38703000	3614	4.114854386494266e-08
b'1'	38703000	38800000	3440	4.075307954692369e-08
b'1'	38800000	38897000	3229	3.8631291322235825e-08
b'1'	38897000	38994000	3437	4.043841314449336e-08
b'1'	38994000	39091000	3286	3.980463117451664e-08
b'1'	39091000	39188000	3479	4.0858243200959376e-08
b'1'	39188000	39285000	3181	3.8431536930619185e-08
b'1'	39285000	39382000	3325	3.98685929557728e-08
b'1'	39382000	39479000	3608	4.1171642530019814e-08
b'1'	39479000	39576000	3607	4.066420781783385e-08
b'1'	39576000	39673000	3545	4.082253152136067e-08
b'1'	39673000	39770000	3470	4.036354591732534e-08
b'1'	39770000	39867000	3569	4.0589227170764466e-08
b'1'	39867000	39964000	3404	3.994053441330041e-08
b'1'	39964000	40061000	3553	4.0256546930875897e-08
b'1'	40061000	40158000	3693	4.122159847803384e-08
b'1'	40158000	40255000	3549	4.0658177538064775e-08
b'1'	40255000	40352000	3592	4.161219651969403e-08
b'1'	40352000	40449000	3395	4.004182057545632e-08
b'1'	40449000	40546000	3366	4.012337642028739e-08
b'1'	40546000	40643000	3517	3.977038378084541e-08
b'1'	40643000	40740000	3252	3.836943350073443e-08
b'1'	40740000	40837000	3262	3.94704230513146e-08
b'1'	40837000	40934000	3297	3.9981885393954805e-08
b'1'	40934000	41031000	3071	3.881259103758789e-08
b'1'	41031000	41128000	3307	4.0194614253557526e-08
b'1'	41128000	41225000	2963	3.84010251304818e-08
b'1'	41225000	41322000	2808	3.761923261566191e-08
b'1'	41322000	41419000	2893	3.7132161091825584e-08
b'1'	41419000	41516000	2859	3.792409775206831e-08
b'1'	41516000	41613000	2754	3.772628554205687e-08
b'1'	41613000	41710000	2659	3.9098714147271554e-08
b'1'	41710000	41807000	2336	3.828678118478951e-08
b'1'	41807000	41904000	2293	3.744054417773605e-08
b'1'	41904000	42001000	2397	3.8436376752354994e-08
b'1'	42001000	42098000	2387	3.77353601648657e-08
b'1'	42098000	42195000	2476	3.708006884711579e-08
b'1'	42195000	42292000	2598	3.886908402600564e-08
b'1'	42292000	42389000	2735	3.8091731593261616e-08
b'1'	42389000	42486000	2560	3.81129545568575e-08
b'1'	42486000	42583000	2480	3.750182734252573e-08
b'1'	42583000	42680000	2903	3.733080816850969e-08
b'1'	42680000	42777000	3026	3.9225859703372237e-08
b'1'	42777000	42874000	2623	3.921818253743218e-08
b'1'	42874000	42971000	2681	3.970782031537435e-08
b'1'	42971000	43068000	2837	3.8479120895296516e-08
b'1'	43068000	43165000	2900	3.756961971883005e-08
b'1'	43165000	43262000	3224	3.894549356628147e-08
b'1'	43262000	43359000	3051	3.915003663116647e-08
b'1'	43359000	43456000	2986	3.9460362392559034e-08
b'1'	43456000	43553000	3113	3.786010401912467e-08
b'1'	43553000	43650000	2957	3.865797166840873e-08
b'1'	43650000	43747000	3061	3.8685094184708275e-08
b'1'	43747000	43844000	3094	3.7795967706070276e-08
b'1'	43844000	43941000	3063	3.8506313499168584e-08
b'1'	43941000	44038000	3375	4.036462334196959e-08
b'1'	44038000	44135000	3230	3.880147528601266e-08
b'1'	44135000	44232000	3239	3.8780348005695925e-08
b'1'	44232000	44329000	3164	3.7950623493301826e-08
b'1'	44329000	44426000	3352	4.0141918018884543e-08
b'1'	44426000	44523000	3470	4.10635207681439e-08
b'1'	44523000	44620000	3563	4.091519347643117e-08
b'1'	44620000	44717000	3523	3.974965091490737e-08
b'1'	44717000	44814000	3378	4.017691508009675e-08
b'1'	44814000	44911000	3262	3.956977115466369e-08
b'1'	44911000	45008000	3289	4.012682857680058e-08
b'1'	45008000	45105000	3734	4.099948615078297e-08
b'1'	45105000	45202000	3632	4.10681121912771e-08
b'1'	45202000	45299000	3699	4.0625823877749514e-08
b'1'	45299000	45396000	3624	4.054093064909984e-08
b'1'	45396000	45493000	3516	3.953563850684591e-08
b'1'	45493000	45590000	3560	4.055445686346335e-08
b'1'	45590000	45687000	3440	4.0522967616542515e-08
b'1'	45687000	45784000	3538	4.030873949701302e-08
b'1'	45784000	45881000	3471	4.067076925146134e-08
b'1'	45881000	45978000	3268	3.9936768236976996e-08
b'1'	45978000	46075000	2517	3.677584824152336e-08
b'1'	46075000	46172000	3059	3.844906329011438e-08
b'1'	46172000	46269000	3131	3.8025179148571166e-08
b'1'	46269000	46366000	3105	3.767275237931202e-08
b'1'	46366000	46463000	3231	3.8821446808515855e-08
b'1'	46463000	46560000	3840	4.0536495205172154e-08
b'1'	46560000	46657000	3446	4.092487105850359e-08
b'1'	46657000	46754000	3316	3.9992277594413726e-08
b'1'	46754000	46851000	3346	3.962972832979148e-08
b'1'	46851000	46948000	3691	4.093960181712818e-08
b'1'	46948000	47045000	3545	4.0949484164853655e-08
b'1'	47045000	47142000	3790	4.107961686016652e-08
b'1'	47142000	47239000	3594	4.133294701677798e-08
b'1'	47239000	47336000	2227	3.755213132343664e-08
b'1'	47336000	47433000	3462	4.1244069790623624e-08
b'1'	47433000	47530000	3378	4.013686896513076e-08
b'1'	47530000	47627000	3682	4.107076864770226e-08
b'1'	47627000	47724000	3580	4.071565209606435e-08
b'1'	47724000	47821000	3554	4.109249991798219e-08
b'1'	47821000	47918000	3442	4.097746284895086e-08
b'1'	47918000	48015000	3385	3.95327924016951e-08
b'1'	48015000	48112000	3587	4.0812470519038575e-08
b'1'	48112000	48209000	3341	4.005537773228062e-08
b'1'	48209000	48306000	3439	4.089352473526006e-08
b'1'	48306000	48403000	2983	3.9911594430046763e-08
b'1'	48403000	48500000	3139	3.76247633496935e-08
b'1'	48500000	48597000	3176	3.8350856171217954e-08
b'1'	48597000	48694000	3439	4.0521585791950944e-08
b'1'	48694000	48791000	3215	3.8755472070948906e-08
b'1'	48791000	48888000	3330	4.004621273000098e-08
b'1'	48888000	48985000	3230	3.879380138395466e-08
b'1'	48985000	49082000	3457	4.0708457125751914e-08
b'1'	49082000	49179000	3205	3.9081346000164327e-08
b'1'	49179000	49276000	3350	4.063192149655885e-08
b'1'	49276000	49373000	3334	4.04661149139658e-08
b'1'	49373000	49470000	3496	4.05287422828118e-08
b'1'	49470000	49567000	3132	3.783858026303005e-08
b'1'	49567000	49664000	3325	4.093435830471731e-08
b'1'	49664000	49761000	3319	3.9839909273152004e-08
