chrom	start	end	nSites	recombRate
b'1'	28809000	28906000	3654	3.98279443754201e-08
b'1'	28906000	29003000	3538	3.8176624993694556e-08
b'1'	29003000	29100000	3476	3.7852673877521104e-08
b'1'	29100000	29197000	3339	3.775983189358786e-08
b'1'	29197000	29294000	3367	3.7334926328745106e-08
b'1'	29294000	29391000	3217	3.6802192579628003e-08
b'1'	29391000	29488000	3600	3.887239669450686e-08
b'1'	29488000	29585000	3573	3.8814568950112425e-08
b'1'	29585000	29682000	3543	3.823189076246012e-08
b'1'	29682000	29779000	3539	3.816331230593066e-08
b'1'	29779000	29876000	3512	3.833076706306919e-08
b'1'	29876000	29973000	3694	4.109805057887264e-08
b'1'	29973000	30070000	3782	4.1473672555404426e-08
b'1'	30070000	30167000	3756	4.116804779339585e-08
b'1'	30167000	30264000	3490	3.823587166786601e-08
b'1'	30264000	30361000	3563	3.888997458898185e-08
b'1'	30361000	30458000	3608	3.856434506440811e-08
b'1'	30458000	30555000	3693	4.114773167366109e-08
b'1'	30555000	30652000	3529	3.826024419175207e-08
b'1'	30652000	30749000	3482	3.811906935399344e-08
b'1'	30749000	30846000	3597	3.8834858958790757e-08
b'1'	30846000	30943000	3351	3.780510863721977e-08
b'1'	30943000	31040000	3415	3.72953287398866e-08
b'1'	31040000	31137000	3421	3.7474580455141615e-08
b'1'	31137000	31234000	3242	3.7682865260180444e-08
b'1'	31234000	31331000	3382	3.715145544469428e-08
b'1'	31331000	31428000	3627	3.8577196771777734e-08
b'1'	31428000	31525000	2705	3.795072123798017e-08
b'1'	31525000	31622000	3135	3.711808414031133e-08
b'1'	31622000	31719000	3305	3.810660115276512e-08
b'1'	31719000	31816000	3116	3.737086751078716e-08
b'1'	31816000	31913000	2852	3.7507739607191075e-08
b'1'	31913000	32010000	3099	3.693938350577359e-08
b'1'	32010000	32107000	3000	3.72232771692855e-08
b'1'	32107000	32204000	3124	3.747412265273777e-08
b'1'	32204000	32301000	3133	3.7483968582410864e-08
b'1'	32301000	32398000	3200	3.711461566438786e-08
b'1'	32398000	32495000	3188	3.7442463168600344e-08
b'1'	32495000	32592000	2588	3.720461549418542e-08
b'1'	32592000	32689000	2956	3.727362667276189e-08
b'1'	32689000	32786000	3211	3.684949739649811e-08
b'1'	32786000	32883000	3525	3.793693408483563e-08
b'1'	32883000	32980000	3708	4.134887269980074e-08
b'1'	32980000	33077000	3316	3.759494177471883e-08
b'1'	33077000	33174000	3521	3.7848710322225075e-08
b'1'	33174000	33271000	3623	3.84643130059855e-08
b'1'	33271000	33368000	3733	4.0837646988609427e-08
b'1'	33368000	33465000	3719	4.124038435243522e-08
b'1'	33465000	33562000	3640	3.930206881552248e-08
b'1'	33562000	33659000	3691	4.0999472579904954e-08
b'1'	33659000	33756000	3763	4.129790340230068e-08
b'1'	33756000	33853000	3497	3.7932463597121683e-08
b'1'	33853000	33950000	3641	3.9305913239123545e-08
b'1'	33950000	34047000	3215	3.684494823204834e-08
b'1'	34047000	34144000	3381	3.694288685370004e-08
b'1'	34144000	34241000	3315	3.760435446699511e-08
b'1'	34241000	34338000	3429	3.785435683817794e-08
b'1'	34338000	34435000	3643	3.917024525752254e-08
b'1'	34435000	34532000	3647	3.949475939335026e-08
b'1'	34532000	34629000	3534	3.828078234135811e-08
b'1'	34629000	34726000	3566	3.8797879432797465e-08
b'1'	34726000	34823000	3554	3.831320772118692e-08
b'1'	34823000	34920000	3468	3.814822475346263e-08
b'1'	34920000	35017000	3401	3.710775103329591e-08
b'1'	35017000	35114000	3447	3.7837196033472756e-08
b'1'	35114000	35211000	3404	3.716713290089769e-08
b'1'	35211000	35308000	3701	4.112323091356698e-08
b'1'	35308000	35405000	3545	3.844501006395351e-08
b'1'	35405000	35502000	3508	3.8205889990887444e-08
b'1'	35502000	35599000	3657	3.986113075511722e-08
b'1'	35599000	35696000	3562	3.883721238953472e-08
b'1'	35696000	35793000	3609	3.8612673108302044e-08
b'1'	35793000	35890000	3422	3.7570721364914803e-08
b'1'	35890000	35987000	3575	3.87351339629561e-08
b'1'	35987000	36084000	3478	3.782269718225725e-08
b'1'	36084000	36181000	3226	3.734880538593695e-08
b'1'	36181000	36278000	3325	3.78907247298527e-08
b'1'	36278000	36375000	3608	3.842714142630084e-08
b'1'	36375000	36472000	3578	3.8559113405042593e-08
b'1'	36472000	36569000	3399	3.721963691009605e-08
b'1'	36569000	36666000	3291	3.799323690917793e-08
b'1'	36666000	36763000	3299	3.8001567538661784e-08
b'1'	36763000	36860000	3345	3.7869188948929456e-08
b'1'	36860000	36957000	3209	3.687645208054679e-08
b'1'	36957000	37054000	3386	3.706578609924889e-08
b'1'	37054000	37151000	3131	3.742405848126618e-08
b'1'	37151000	37248000	2937	3.728886900195257e-08
b'1'	37248000	37345000	3314	3.7716091751270166e-08
b'1'	37345000	37442000	3489	3.815734197852142e-08
b'1'	37442000	37539000	3407	3.724128125804339e-08
b'1'	37539000	37636000	3614	3.842480371372571e-08
b'1'	37636000	37733000	3648	3.954230986029072e-08
b'1'	37733000	37830000	3559	3.8463249152219274e-08
b'1'	37830000	37927000	3568	3.879518621475338e-08
b'1'	37927000	38024000	3618	3.870513270268521e-08
b'1'	38024000	38121000	3742	4.076481079794094e-08
b'1'	38121000	38218000	3742	4.0703086407832585e-08
b'1'	38218000	38315000	3662	4.016529699130596e-08
b'1'	38315000	38412000	3637	3.9106405012927066e-08
b'1'	38412000	38509000	3708	4.1219905038597777e-08
b'1'	38509000	38606000	3543	3.831680288726905e-08
b'1'	38606000	38703000	3614	3.8376521965421964e-08
b'1'	38703000	38800000	3440	3.792827534931375e-08
b'1'	38800000	38897000	3229	3.728749834327329e-08
b'1'	38897000	38994000	3437	3.801425167145545e-08
b'1'	38994000	39091000	3286	3.833686399474546e-08
b'1'	39091000	39188000	3479	3.799509508876607e-08
b'1'	39188000	39285000	3181	3.7207037981802314e-08
b'1'	39285000	39382000	3325	3.7700581611967815e-08
b'1'	39382000	39479000	3608	3.8415977317736234e-08
b'1'	39479000	39576000	3607	3.8364509848764824e-08
b'1'	39576000	39673000	3545	3.84013159595511e-08
b'1'	39673000	39770000	3470	3.7984932218967245e-08
b'1'	39770000	39867000	3569	3.8730509299760933e-08
b'1'	39867000	39964000	3404	3.7026587391133996e-08
b'1'	39964000	40061000	3553	3.842134648960617e-08
b'1'	40061000	40158000	3693	4.1060741314900294e-08
b'1'	40158000	40255000	3549	3.83660325356345e-08
b'1'	40255000	40352000	3592	3.885701230055521e-08
b'1'	40352000	40449000	3395	3.7139378393962595e-08
b'1'	40449000	40546000	3366	3.738899631419616e-08
b'1'	40546000	40643000	3517	3.828728356495088e-08
b'1'	40643000	40740000	3252	3.775956923697417e-08
b'1'	40740000	40837000	3262	3.789388725977945e-08
b'1'	40837000	40934000	3297	3.8278414309036536e-08
b'1'	40934000	41031000	3071	3.742222057210342e-08
b'1'	41031000	41128000	3307	3.8029105770465007e-08
b'1'	41128000	41225000	2963	3.7113628425958256e-08
b'1'	41225000	41322000	2808	3.804112149457073e-08
b'1'	41322000	41419000	2893	3.667214302741588e-08
b'1'	41419000	41516000	2859	3.7278070362286335e-08
b'1'	41516000	41613000	2754	3.819390140853775e-08
b'1'	41613000	41710000	2659	3.76669177606829e-08
b'1'	41710000	41807000	2336	3.720187503574319e-08
b'1'	41807000	41904000	2293	3.7072936405912174e-08
b'1'	41904000	42001000	2397	3.7129943026295205e-08
b'1'	42001000	42098000	2387	3.691343736127949e-08
b'1'	42098000	42195000	2476	3.702682393669126e-08
b'1'	42195000	42292000	2598	3.7218447654545646e-08
b'1'	42292000	42389000	2735	3.7792479131504686e-08
b'1'	42389000	42486000	2560	3.7423571647490385e-08
b'1'	42486000	42583000	2480	3.713101632814107e-08
b'1'	42583000	42680000	2903	3.6238534235185356e-08
b'1'	42680000	42777000	3026	3.779853054061548e-08
b'1'	42777000	42874000	2623	3.743529980640885e-08
b'1'	42874000	42971000	2681	3.760754877682606e-08
b'1'	42971000	43068000	2837	3.812024177478378e-08
b'1'	43068000	43165000	2900	3.6420358233065205e-08
b'1'	43165000	43262000	3224	3.70576581740189e-08
b'1'	43262000	43359000	3051	3.723738538535416e-08
b'1'	43359000	43456000	2986	3.741693256782667e-08
b'1'	43456000	43553000	3113	3.728627249788723e-08
b'1'	43553000	43650000	2957	3.7130163080658935e-08
b'1'	43650000	43747000	3061	3.713500668162659e-08
b'1'	43747000	43844000	3094	3.701409307884925e-08
b'1'	43844000	43941000	3063	3.702546444392427e-08
b'1'	43941000	44038000	3375	3.690471180206714e-08
b'1'	44038000	44135000	3230	3.7495678532303136e-08
b'1'	44135000	44232000	3239	3.75676727272934e-08
b'1'	44232000	44329000	3164	3.7099382783276807e-08
b'1'	44329000	44426000	3352	3.7782730259376876e-08
b'1'	44426000	44523000	3470	3.809425800975443e-08
b'1'	44523000	44620000	3563	3.87532117467351e-08
b'1'	44620000	44717000	3523	3.7990533899487685e-08
b'1'	44717000	44814000	3378	3.721961268865554e-08
b'1'	44814000	44911000	3262	3.771564511477861e-08
b'1'	44911000	45008000	3289	3.813728284655257e-08
b'1'	45008000	45105000	3734	4.080035541831348e-08
b'1'	45105000	45202000	3632	3.870945013150916e-08
b'1'	45202000	45299000	3699	4.1187786549573647e-08
b'1'	45299000	45396000	3624	3.859729996615431e-08
b'1'	45396000	45493000	3516	3.84179212171741e-08
b'1'	45493000	45590000	3560	3.8477419467938586e-08
b'1'	45590000	45687000	3440	3.7847275588387585e-08
b'1'	45687000	45784000	3538	3.8045549036468183e-08
b'1'	45784000	45881000	3471	3.800305552531173e-08
b'1'	45881000	45978000	3268	3.7756127043890403e-08
b'1'	45978000	46075000	2517	3.624983997905277e-08
b'1'	46075000	46172000	3059	3.7094379423871784e-08
b'1'	46172000	46269000	3131	3.752211168235629e-08
b'1'	46269000	46366000	3105	3.717769757175566e-08
b'1'	46366000	46463000	3231	3.739863764999946e-08
b'1'	46463000	46560000	3840	4.1581467413725177e-08
b'1'	46560000	46657000	3446	3.796798013093023e-08
b'1'	46657000	46754000	3316	3.766167321757244e-08
b'1'	46754000	46851000	3346	3.772706011280319e-08
b'1'	46851000	46948000	3691	4.099133091201368e-08
b'1'	46948000	47045000	3545	3.825082179372126e-08
b'1'	47045000	47142000	3790	4.136876880945018e-08
b'1'	47142000	47239000	3594	3.8778880890712796e-08
b'1'	47239000	47336000	2227	3.6131638662262026e-08
b'1'	47336000	47433000	3462	3.78483107543484e-08
b'1'	47433000	47530000	3378	3.708446186057678e-08
b'1'	47530000	47627000	3682	4.1020131579038616e-08
b'1'	47627000	47724000	3580	3.8789115823591705e-08
b'1'	47724000	47821000	3554	3.8285198717343275e-08
b'1'	47821000	47918000	3442	3.7896906178895835e-08
b'1'	47918000	48015000	3385	3.688381677272602e-08
b'1'	48015000	48112000	3587	3.8786394433091996e-08
b'1'	48112000	48209000	3341	3.792712783709698e-08
b'1'	48209000	48306000	3439	3.8067222759354e-08
b'1'	48306000	48403000	2983	3.720180632243679e-08
b'1'	48403000	48500000	3139	3.738433291387451e-08
b'1'	48500000	48597000	3176	3.7487176634903095e-08
b'1'	48597000	48694000	3439	3.8044390358339126e-08
b'1'	48694000	48791000	3215	3.6962686249370726e-08
b'1'	48791000	48888000	3330	3.7820148605723125e-08
b'1'	48888000	48985000	3230	3.7363371060842923e-08
b'1'	48985000	49082000	3457	3.7812144536227906e-08
b'1'	49082000	49179000	3205	3.69911761604675e-08
b'1'	49179000	49276000	3350	3.7748114728798416e-08
b'1'	49276000	49373000	3334	3.806346173652857e-08
b'1'	49373000	49470000	3496	3.792046968949074e-08
b'1'	49470000	49567000	3132	3.765709880098257e-08
b'1'	49567000	49664000	3325	3.777653163200714e-08
