chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'1'	3880000	3977000	2663	1.649399279817482e-08	1.576301858368362e-08	1.688055460296306e-08
b'1'	3977000	4074000	2786	7.945494026943482e-09	2.092569881599264e-09	8.586760977595179e-09
b'1'	4074000	4171000	3679	1.6425928660743715e-08	1.5694954446252517e-08	1.6812490465531957e-08
b'1'	4171000	4268000	3275	1.986049930084396e-08	1.9207495827327583e-08	2.071807051488525e-08
b'1'	4268000	4365000	2673	1.6361588440952593e-08	1.5630614226461394e-08	1.6748150245740835e-08
b'1'	4365000	4462000	3032	1.6345029908377946e-08	1.5614055693886748e-08	1.673159171316619e-08
b'1'	4462000	4559000	2950	1.600153406522563e-08	1.527055985073443e-08	1.6388095870013872e-08
b'1'	4559000	4656000	2947	1.2000017679913453e-08	1.1254098664469935e-08	1.2510429392808573e-08
b'1'	4656000	4753000	2973	1.6144455681124407e-08	1.541348146663321e-08	1.653101748591265e-08
b'1'	4753000	4850000	2801	0	0	1.0844602993387298e-09
b'1'	4850000	4947000	2970	1.6201378041815478e-08	1.547040382732428e-08	1.658793984660372e-08
b'1'	4947000	5044000	3081	1.2006665005173934e-08	1.1260745989730416e-08	1.2517076718069054e-08
b'1'	5044000	5141000	3060	1.622580227246459e-08	1.5494828057973392e-08	1.6612364077252833e-08
b'1'	5141000	5238000	3126	3.5989269447153645e-08	3.5162615190995065e-08	3.7457209749799944e-08
b'1'	5238000	5335000	3144	8.006609273590672e-09	2.153685128246454e-09	8.647876224242368e-09
b'1'	5335000	5432000	3085	1.5984077277953158e-08	1.525310306346196e-08	1.63706390827414e-08
b'1'	5432000	5529000	2990	2.404105799047624e-08	2.304183648493858e-08	2.5046489817160132e-08
b'1'	5529000	5626000	2827	1.9848980202160197e-08	1.9195976728643818e-08	2.0706551416201484e-08
b'1'	5626000	5723000	3042	1.605468861765226e-08	1.532371440316106e-08	1.6441250422440502e-08
b'1'	5723000	5820000	2944	2.4011913585136076e-08	2.3012692079598416e-08	2.5017345411819967e-08
b'1'	5820000	5917000	2907	1.988323468725938e-08	1.9230231213743002e-08	2.0740805901300668e-08
b'1'	5917000	6014000	3699	1.6490811715655342e-08	1.5759837501164144e-08	1.6877373520443585e-08
b'1'	6014000	6111000	3600	1.984434978422562e-08	1.9191346310709242e-08	2.0701920998266908e-08
b'1'	6111000	6208000	3611	0	0	1.0844602993387298e-09
b'1'	6208000	6305000	3534	0	0	1.0844602993387298e-09
b'1'	6305000	6402000	3449	1.1972516896862213e-08	1.1226597881418696e-08	1.2482928609757334e-08
b'1'	6402000	6499000	3430	1.9888631730964223e-08	1.9235628257447844e-08	2.074620294500551e-08
b'1'	6499000	6596000	3312	1.6005441275610414e-08	1.5274467061119216e-08	1.6392003080398657e-08
b'1'	6596000	6693000	3314	1.6023722278993074e-08	1.5292748064501876e-08	1.6410284083781316e-08
b'1'	6693000	6790000	3616	3.6100417582160705e-11	0	1.1205607169208905e-09
b'1'	6790000	6887000	3436	1.9944818172143822e-08	1.9291814698627443e-08	2.080238938618511e-08
b'1'	6887000	6984000	3531	5.166292930772989e-11	0	1.1361232286464597e-09
b'1'	6984000	7081000	3597	1.9840146376544465e-08	1.9187142903028086e-08	2.0697717590585752e-08
b'1'	7081000	7178000	3499	1.1969544531010905e-08	1.1223625515567387e-08	1.2479956243906025e-08
b'1'	7178000	7275000	3748	1.6289604381175022e-08	1.5558630166683824e-08	1.6676166185963264e-08
b'1'	7275000	7372000	3500	3.6000361664421436e-08	3.5173707408262857e-08	3.7468301967067735e-08
b'1'	7372000	7469000	3716	1.6509598448973057e-08	1.577862423448186e-08	1.68961602537613e-08
b'1'	7469000	7566000	3489	2.4004735106017172e-08	2.300551360047951e-08	2.5010166932701062e-08
b'1'	7566000	7663000	3391	1.9991956187462656e-08	1.9338952713946277e-08	2.0849527401503943e-08
b'1'	7663000	7760000	3562	4.053492441083015e-09	3.2310831448635527e-09	4.7615752778919125e-09
b'1'	7760000	7857000	3468	2.8010046924479402e-08	2.7368061304259403e-08	2.862928811613664e-08
b'1'	7857000	7954000	3373	7.961523209384004e-09	2.108599064039786e-09	8.6027901600357e-09
b'1'	7954000	8051000	3212	1.9991056043148905e-08	1.9338052569632527e-08	2.0848627257190193e-08
b'1'	8051000	8148000	3544	1.9908783153492723e-08	1.9255779679976344e-08	2.076635436753401e-08
b'1'	8148000	8245000	3310	2.4029634403288364e-08	2.3030412897750703e-08	2.5035066229972254e-08
b'1'	8245000	8342000	2999	2.402488631381659e-08	2.302566480827893e-08	2.503031814050048e-08
b'1'	8342000	8439000	3092	1.595898146062568e-08	1.522800724613448e-08	1.6345543265413922e-08
b'1'	8439000	8536000	2882	1.5891510281832945e-10	0	1.2433754021570592e-09
b'1'	8536000	8633000	2928	7.970251087670441e-09	2.117326942326223e-09	8.611518038322138e-09
b'1'	8633000	8730000	2665	1.651700866371777e-08	1.578603444922657e-08	1.6903570468506012e-08
b'1'	8730000	8827000	2599	1.6507469710740993e-08	1.5776495496249794e-08	1.6894031515529235e-08
b'1'	8827000	8924000	2867	1.9965919856753923e-08	1.9312916383237544e-08	2.082349107079521e-08
b'1'	8924000	9021000	2981	2.402470834635303e-08	2.302548684081537e-08	2.503014017303692e-08
b'1'	9021000	9118000	2885	1.9864294422647695e-08	1.9211290949131316e-08	2.0721865636688983e-08
b'1'	9118000	9215000	2927	7.956072955812525e-09	2.1031488104683066e-09	8.597339906464221e-09
b'1'	9215000	9312000	2831	2.7984593626175414e-08	2.7342608005955415e-08	2.8603834817832654e-08
b'1'	9312000	9409000	2958	1.6115934505473227e-08	1.5384960290982028e-08	1.650249631026147e-08
b'1'	9409000	9506000	3314	1.6022104767760576e-08	1.5291130553269377e-08	1.6408666572548818e-08
b'1'	9506000	9603000	3292	3.206243229487011e-08	3.126407371562418e-08	3.302206155981064e-08
b'1'	9603000	9700000	3362	3.2033330749454804e-08	3.1234972170208874e-08	3.2992960014395335e-08
b'1'	9700000	9797000	2789	0	0	1.0844602993387298e-09
b'1'	9797000	9894000	2772	1.1013509715159103e-10	0	1.1945953964903208e-09
b'1'	9894000	9991000	2961	1.604515395925713e-08	1.5314179744765933e-08	1.6431715764045374e-08
b'1'	9991000	10088000	3101	1.1970541303411772e-08	1.1224622287968254e-08	1.2480953016306892e-08
b'1'	10088000	10185000	3083	2.398679028248604e-08	2.298756877694838e-08	2.4992222109169932e-08
b'1'	10185000	10282000	3454	1.1966579895406567e-08	1.122066087996305e-08	1.2476991608301688e-08
b'1'	10282000	10379000	3000	1.1993748106054865e-08	1.1247829090611347e-08	1.2504159818949985e-08
b'1'	10379000	10476000	2756	1.2150349896527473e-10	0	1.2059637983040045e-09
b'1'	10476000	10573000	2615	1.6696193898848852e-08	1.5965219684357654e-08	1.7082755703637095e-08
b'1'	10573000	10670000	3386	3.99384439531059e-09	3.1714350990911275e-09	4.701927232119487e-09
b'1'	10670000	10767000	3470	1.19432916674954e-08	1.1197372652051883e-08	1.245370338039052e-08
b'1'	10767000	10864000	3150	1.9922193027639347e-08	1.9269189554122968e-08	2.0779764241680634e-08
b'1'	10864000	10961000	3194	2.5365981911590994e-11	0	1.1098262812503208e-09
b'1'	10961000	11058000	3064	1.6251875622467144e-08	1.5520901407975946e-08	1.6638437427255386e-08
b'1'	11058000	11155000	3406	3.2021372830418084e-08	3.1223014251172154e-08	3.2981002095358615e-08
b'1'	11155000	11252000	3800	1.6739726183414703e-08	1.6008751968923504e-08	1.7126287988202945e-08
b'1'	11252000	11349000	3597	1.9910548656008863e-08	1.9257545182492484e-08	2.076811987005015e-08
b'1'	11349000	11446000	3440	2.7990402219639736e-08	2.7348416599419738e-08	2.8609643411296976e-08
b'1'	11446000	11543000	3323	1.195205725220872e-08	1.1206138236765203e-08	1.246246896510384e-08
b'1'	11543000	11640000	3633	7.996078272252841e-09	2.143154126908623e-09	8.637345222904538e-09
b'1'	11640000	11737000	3610	0	0	1.0844602993387298e-09
b'1'	11737000	11834000	3388	4.007338228528466e-09	3.1849289323090036e-09	4.7154210653373635e-09
b'1'	11834000	11931000	3417	4.067796017670919e-09	3.2453867214514563e-09	4.775878854479816e-09
b'1'	11931000	12028000	3370	7.99500986623006e-09	2.1420857208858417e-09	8.636276816881756e-09
b'1'	12028000	12125000	3451	2.3986583455433798e-08	2.2987361949896137e-08	2.4992015282117688e-08
b'1'	12125000	12222000	3394	7.970955570844239e-09	2.1180314255000208e-09	8.612222521495935e-09
b'1'	12222000	12319000	3683	1.6296189177326685e-08	1.5565214962835486e-08	1.6682750982114927e-08
b'1'	12319000	12416000	3757	1.6539625820300376e-08	1.5808651605809178e-08	1.692618762508862e-08
b'1'	12416000	12513000	3611	0	0	1.0844602993387298e-09
b'1'	12513000	12610000	3572	1.9894639807746164e-08	1.9241636334229785e-08	2.075221102178745e-08
b'1'	12610000	12707000	3618	0	0	1.0844602993387298e-09
b'1'	12707000	12804000	3787	1.6527449650624225e-08	1.5796475436133027e-08	1.6914011455412467e-08
b'1'	12804000	12901000	3618	0	0	1.0844602993387298e-09
b'1'	12901000	12998000	3532	0	0	1.0844602993387298e-09
b'1'	12998000	13095000	3448	3.204959458783666e-08	3.125123600859073e-08	3.300922385277719e-08
b'1'	13095000	13192000	3568	1.6091350049732528e-10	0	1.245373799836055e-09
b'1'	13192000	13289000	3537	3.354999437792568e-11	0	1.1180102937166555e-09
b'1'	13289000	13386000	3411	3.198261740902106e-08	3.1184258829775133e-08	3.2942246673961594e-08
b'1'	13386000	13483000	3383	4.049385704434791e-09	3.2269764082153283e-09	4.757468541243688e-09
b'1'	13483000	13580000	3513	7.936307659120136e-09	2.0833835137759182e-09	8.577574609771833e-09
b'1'	13580000	13677000	3410	3.198853972300746e-08	3.1190181143761534e-08	3.2948168987947994e-08
b'1'	13677000	13774000	3666	1.6199158945585508e-08	1.546818473109431e-08	1.658572075037375e-08
b'1'	13774000	13871000	3534	0	0	1.0844602993387298e-09
b'1'	13871000	13968000	3561	1.991815715158834e-08	1.926515367807196e-08	2.0775728365629626e-08
b'1'	13968000	14065000	3537	5.178895380623598e-11	0	1.1362492531449658e-09
b'1'	14065000	14162000	3573	1.9918943961892358e-08	1.926594048837598e-08	2.0776515175933646e-08
b'1'	14162000	14259000	3572	1.9925568697653364e-08	1.9272565224136985e-08	2.078313991169465e-08
b'1'	14259000	14356000	3533	0	0	1.0844602993387298e-09
b'1'	14356000	14453000	3427	1.9880703632618384e-08	1.9227700159102006e-08	2.0738274846659672e-08
b'1'	14453000	14550000	3434	1.9994601048517366e-08	1.9341597575000987e-08	2.0852172262558653e-08
b'1'	14550000	14647000	3695	1.6098859420617767e-08	1.5367885206126568e-08	1.648542122540601e-08
b'1'	14647000	14744000	3764	1.636413444073773e-08	1.563316022624653e-08	1.675069624552597e-08
b'1'	14744000	14841000	3572	1.99173203094081e-08	1.9264316835891722e-08	2.077489152344939e-08
b'1'	14841000	14938000	3847	1.6154140563985637e-08	1.5423166349494438e-08	1.654070236877388e-08
b'1'	14938000	15035000	3649	1.1961998092136268e-08	1.121607907669275e-08	1.2472409805031388e-08
b'1'	15035000	15132000	3611	0	0	1.0844602993387298e-09
b'1'	15132000	15229000	3637	7.992273530586215e-09	2.1393493852419968e-09	8.633540481237911e-09
b'1'	15229000	15326000	3666	1.6210103944594355e-08	1.5479129730103156e-08	1.6596665749382597e-08
b'1'	15326000	15423000	3518	1.1290870976415718e-10	0	1.197369009102887e-09
b'1'	15423000	15520000	3632	3.199753790226293e-08	3.1199179323017e-08	3.295716716720346e-08
b'1'	15520000	15617000	3637	7.957581298779488e-09	2.10465715343527e-09	8.598848249431184e-09
b'1'	15617000	15714000	3723	1.644387107930912e-08	1.5712896864817922e-08	1.6830432884097363e-08
b'1'	15714000	15811000	3570	1.9901303881875083e-08	1.9248300408358704e-08	2.075887509591637e-08
b'1'	15811000	15908000	3276	2.4221218227078772e-11	0	1.1086815175658086e-09
b'1'	15908000	16005000	3557	1.9969167505288967e-08	1.9316164031772588e-08	2.0826738719330254e-08
b'1'	16005000	16102000	3644	2.401013528476662e-08	2.3010913779228958e-08	2.501556711145051e-08
b'1'	16102000	16199000	3353	3.599123842694834e-08	3.5164584170789765e-08	3.745917872959464e-08
b'1'	16199000	16296000	3236	0	0	1.0844602993387298e-09
b'1'	16296000	16393000	3362	3.2050388140633863e-08	3.1252029561387934e-08	3.3010017405574395e-08
b'1'	16393000	16490000	3317	3.5987349597373016e-08	3.5160695341214436e-08	3.7455289900019315e-08
b'1'	16490000	16587000	3427	1.9911004182284435e-08	1.9258000708768056e-08	2.0768575396325722e-08
b'1'	16587000	16684000	3289	3.60037978450909e-08	3.517714358893232e-08	3.74717381477372e-08
b'1'	16684000	16781000	3291	1.19391696421365e-08	1.1193250626692983e-08	1.2449581355031621e-08
b'1'	16781000	16878000	3039	1.5986227317310203e-08	1.5255253102819005e-08	1.6372789122098445e-08
b'1'	16878000	16975000	2770	8.174688174828366e-11	0	1.1662071810870134e-09
b'1'	16975000	17072000	2773	7.004068610654013e-12	0	1.0914643679493838e-09
b'1'	17072000	17169000	2710	2.3994055082696102e-08	2.299483357715844e-08	2.4999486909379992e-08
b'1'	17169000	17266000	2725	2.834779584252772e-11	0	1.1128080951812575e-09
b'1'	17266000	17363000	2806	1.551113918512977e-10	0	1.2395716911900275e-09
b'1'	17363000	17460000	2728	6.317745426203797e-11	0	1.1476377536007678e-09
b'1'	17460000	17557000	2647	1.626335632759096e-08	1.5532382113099762e-08	1.6649918132379203e-08
b'1'	17557000	17654000	2940	2.3975732250088175e-08	2.2976510744550514e-08	2.4981164076772065e-08
b'1'	17654000	17751000	2964	1.6043151739400463e-08	1.5312177524909264e-08	1.6429713544188705e-08
b'1'	17751000	17848000	2860	3.20418515430141e-08	3.124349296376817e-08	3.300148080795463e-08
b'1'	17848000	17945000	2903	1.1895805747575063e-10	0	1.2034183568144804e-09
b'1'	17945000	18042000	2818	1.999011698992541e-08	1.933711351640903e-08	2.0847688203966697e-08
b'1'	18042000	18139000	3033	1.620794720568994e-08	1.547697299119874e-08	1.659450901047818e-08
b'1'	18139000	18236000	3064	1.624379382104407e-08	1.5512819606552872e-08	1.6630355625832313e-08
b'1'	18236000	18333000	3060	1.6221417161033838e-08	1.549044294654264e-08	1.660797896582208e-08
b'1'	18333000	18430000	2932	8.012333006121598e-09	2.1594088607773794e-09	8.653599956773294e-09
b'1'	18430000	18527000	3089	2.4018704091748756e-08	2.3019482586211095e-08	2.5024135918432646e-08
b'1'	18527000	18624000	3357	1.5959648924505657e-08	1.5228674710014458e-08	1.63462107292939e-08
b'1'	18624000	18721000	3470	2.3973646887130772e-08	2.297442538159311e-08	2.4979078713814662e-08
b'1'	18721000	18818000	3132	3.2000807195489485e-08	3.1202448616243555e-08	3.2960436460430016e-08
b'1'	18818000	18915000	2908	1.9845099618181637e-08	1.9192096144665258e-08	2.0702670832222924e-08
b'1'	18915000	19012000	3112	3.599333581473436e-08	3.516668155857578e-08	3.746127611738066e-08
b'1'	19012000	19109000	3160	4.00944205818696e-09	3.1870327619674973e-09	4.717524894995857e-09
b'1'	19109000	19206000	2907	1.6150001151321046e-10	0	1.2459603108519402e-09
b'1'	19206000	19303000	2979	1.5985393824903652e-08	1.5254419610412454e-08	1.6371955629691895e-08
b'1'	19303000	19400000	3254	0	0	1.0844602993387298e-09
b'1'	19400000	19497000	3290	1.1948923495979026e-08	1.1203004480535508e-08	1.2459335208874146e-08
b'1'	19497000	19594000	3394	7.987507489763144e-09	2.1345833444189257e-09	8.62877444041484e-09
b'1'	19594000	19691000	3163	4.008475648478357e-09	3.1860663522588946e-09	4.7165584852872545e-09
b'1'	19691000	19788000	3331	2.4014546679037066e-08	2.3015325173499405e-08	2.5019978505720956e-08
b'1'	19788000	19885000	3467	3.198757833795939e-08	3.118921975871346e-08	3.294720760289992e-08
b'1'	19885000	19982000	3556	1.986154704992901e-08	1.920854357641263e-08	2.0719118263970297e-08
b'1'	19982000	20079000	3331	1.2011478114611883e-08	1.1265559099168366e-08	1.2521889827507004e-08
b'1'	20079000	20176000	3712	1.660531780261152e-08	1.587434358812032e-08	1.699187960739976e-08
b'1'	20176000	20273000	3652	1.1981481492489176e-08	1.1235562477045659e-08	1.2491893205384297e-08
b'1'	20273000	20370000	3359	3.6014735886877476e-08	3.5188081630718904e-08	3.7482676189523776e-08
b'1'	20370000	20467000	3401	3.198373923963957e-08	3.118538066039364e-08	3.29433685045801e-08
b'1'	20467000	20564000	3333	1.1958071126675891e-08	1.1212152111232373e-08	1.2468482839571011e-08
b'1'	20564000	20661000	3640	2.8003613641168335e-08	2.7361628020948337e-08	2.8622854832825575e-08
b'1'	20661000	20758000	3451	2.403325052692894e-08	2.303402902139128e-08	2.503868235361283e-08
b'1'	20758000	20855000	3383	4.0615615305444095e-09	3.239152234324947e-09	4.769644367353307e-09
b'1'	20855000	20952000	3414	7.96362849920026e-09	2.110704353856042e-09	8.604895449851957e-09
b'1'	20952000	21049000	3215	4.0120053221903274e-09	3.189596025970865e-09	4.720088158999225e-09
b'1'	21049000	21146000	3303	1.1968137626062505e-08	1.1222218610618987e-08	1.2478549338957625e-08
b'1'	21146000	21243000	3200	1.987002648666702e-08	1.921702301315064e-08	2.0727597700708306e-08
b'1'	21243000	21340000	3576	1.985014978852664e-08	1.9197146315010263e-08	2.070772100256793e-08
b'1'	21340000	21437000	3540	1.2717234674271786e-10	0	1.2116326460814476e-09
b'1'	21437000	21534000	3707	1.6356863714004995e-08	1.5625889499513796e-08	1.6743425518793237e-08
b'1'	21534000	21631000	3745	1.6164495573367465e-08	1.5433521358876267e-08	1.6551057378155707e-08
b'1'	21631000	21728000	3539	2.1014600911293643e-12	0	1.0865617594298591e-09
b'1'	21728000	21825000	3704	1.639450606573008e-08	1.5663531851238883e-08	1.6781067870518323e-08
b'1'	21825000	21922000	3727	1.6352892943811795e-08	1.5621918729320596e-08	1.6739454748600037e-08
b'1'	21922000	22019000	3678	1.649028331032918e-08	1.575930909583798e-08	1.6876845115117422e-08
b'1'	22019000	22116000	3570	1.9921662260293277e-08	1.9268658786776898e-08	2.0779233474334565e-08
b'1'	22116000	22213000	3542	1.0934777149777431e-10	0	1.193808070836504e-09
b'1'	22213000	22310000	3419	1.9961927914273192e-08	1.9308924440756813e-08	2.081949912831448e-08
b'1'	22310000	22407000	3591	1.5979738167241829e-10	0	1.244257681011148e-09
b'1'	22407000	22504000	3583	1.022085878009655e-10	0	1.1866688871396953e-09
b'1'	22504000	22601000	3224	1.9855538371905635e-08	1.9202534898389257e-08	2.0713109585946923e-08
b'1'	22601000	22698000	3534	0	0	1.0844602993387298e-09
b'1'	22698000	22795000	3342	1.5991505615832432e-08	1.5260531401341233e-08	1.6378067420620674e-08
b'1'	22795000	22892000	3305	1.1961737582813404e-08	1.1215818567369886e-08	1.2472149295708525e-08
b'1'	22892000	22989000	3715	1.64418825162221e-08	1.57109083017309e-08	1.6828444321010342e-08
b'1'	22989000	23086000	3756	1.642199654178536e-08	1.569102232729416e-08	1.6808558346573602e-08
b'1'	23086000	23183000	3606	5.737281181283547e-11	0	1.1418331111515653e-09
b'1'	23183000	23280000	3592	1.9895805700772392e-08	1.9242802227256014e-08	2.075337691481368e-08
b'1'	23280000	23377000	3564	7.962419059116105e-09	2.109494913771887e-09	8.603686009767802e-09
b'1'	23377000	23474000	3497	1.1987653837019214e-08	1.1241734821575697e-08	1.2498065549914335e-08
b'1'	23474000	23571000	3479	2.802200707669858e-08	2.738002145647858e-08	2.8641248268355818e-08
b'1'	23571000	23668000	3597	1.984444525277569e-08	1.919144177925931e-08	2.0702016466816977e-08
b'1'	23668000	23765000	3712	1.6626879694591192e-08	1.5895905480099993e-08	1.7013441499379434e-08
b'1'	23765000	23862000	3760	1.6366403010548302e-08	1.5635428796057103e-08	1.6752964815336544e-08
b'1'	23862000	23959000	3724	1.6422902526730157e-08	1.569192831223896e-08	1.68094643315184e-08
b'1'	23959000	24056000	3719	1.6564050995757455e-08	1.5833076781266257e-08	1.6950612800545697e-08
b'1'	24056000	24153000	3661	3.602829740270215e-08	3.520164314654357e-08	3.749623770534845e-08
b'1'	24153000	24250000	3386	2.0003813956855307e-08	1.9350810483338928e-08	2.0861385170896594e-08
b'1'	24250000	24347000	3609	5.226172282712941e-11	0	1.1367220221658592e-09
b'1'	24347000	24444000	836	4.7443910822276506e-11	0	1.1319042101610063e-09
b'1'	24541000	24638000	1347	1.7375781382823084e-08	1.6644807168331886e-08	1.7762343187611327e-08
b'1'	24638000	24735000	3786	1.6597916177030105e-08	1.5866941962538906e-08	1.6984477981818347e-08
b'1'	24735000	24832000	3540	5.6927163075059533e-11	0	1.1413874624137893e-09
b'1'	24832000	24929000	1263	0	0	1.0844602993387298e-09
b'1'	24929000	25026000	1174	1.7027999117726322e-08	1.6297024903235123e-08	1.7414560922514564e-08
b'1'	25026000	25123000	3869	1.605761116635643e-08	1.532663695186523e-08	1.644417297114467e-08
b'1'	25123000	25220000	3666	1.6163314048064036e-08	1.5432339833572837e-08	1.6549875852852278e-08
b'1'	25220000	25317000	3036	1.6003146680635047e-08	1.5272172466143848e-08	1.638970848542329e-08
b'1'	25317000	25414000	2634	1.667472236486709e-08	1.5943748150375893e-08	1.7061284169655333e-08
b'1'	25414000	25511000	2705	1.5973311792457258e-08	1.524233757796606e-08	1.63598735972455e-08
b'1'	25511000	25608000	2878	4.0562956004173275e-09	3.233886304197865e-09	4.764378437226225e-09
b'1'	25608000	25705000	2963	1.607055855700521e-08	1.533958434251401e-08	1.6457120361793452e-08
b'1'	25705000	25802000	3250	0	0	1.0844602993387298e-09
b'1'	25802000	25899000	2868	8.863813924646142e-11	0	1.1730984385851912e-09
b'1'	25899000	25996000	3284	7.964825914455795e-09	2.1119017691115765e-09	8.606092865107491e-09
b'1'	25996000	26093000	3111	3.600608616997706e-08	3.517943191381848e-08	3.747402647262336e-08
b'1'	26093000	26190000	3428	4.058218327567661e-09	3.2358090313481984e-09	4.766301164376558e-09
b'1'	26190000	26287000	3393	7.960283020095237e-09	2.1073588747510187e-09	8.601549970746933e-09
b'1'	26287000	26384000	3107	2.4041823456709462e-08	2.3042601951171802e-08	2.5047255283393353e-08
b'1'	26384000	26481000	3439	8.003847685806727e-09	2.1509235404625084e-09	8.645114636458423e-09
b'1'	26481000	26578000	3459	3.601419356710676e-08	3.518753931094818e-08	3.748213386975306e-08
b'1'	26578000	26675000	3431	1.99965867771805e-08	1.934358330366412e-08	2.0854157991221787e-08
b'1'	26675000	26772000	3729	1.6306217712611515e-08	1.5575243498120317e-08	1.6692779517399758e-08
b'1'	26772000	26869000	3764	1.6346248023517032e-08	1.5615273809025833e-08	1.6732809828305274e-08
b'1'	26869000	26966000	3634	8.00203837855776e-09	2.1491142332135415e-09	8.643305329209456e-09
b'1'	26966000	27063000	3728	1.642347370608955e-08	1.569249949159835e-08	1.6810035510877792e-08
b'1'	27063000	27160000	3507	3.2045072565142913e-08	3.1246713985896984e-08	3.3004701830083445e-08
b'1'	27160000	27257000	3444	3.205180896002682e-08	3.125345038078089e-08	3.301143822496735e-08
b'1'	27257000	27354000	3575	1.9975997264377924e-08	1.9322993790861545e-08	2.083356847841921e-08
b'1'	27354000	27451000	3354	3.601634240398095e-08	3.518968814782237e-08	3.748428270662725e-08
b'1'	27451000	27548000	3320	3.5992655295326166e-08	3.5166001039167587e-08	3.7460595597972465e-08
b'1'	27548000	27645000	3258	1.9839366523462716e-08	1.9186363049946337e-08	2.0696937737504003e-08
b'1'	27645000	27742000	3327	1.2004952068337184e-08	1.1259033052893666e-08	1.2515363781232304e-08
b'1'	27742000	27839000	3364	3.206485272108781e-08	3.126649414184188e-08	3.3024481986028344e-08
b'1'	27839000	27936000	3251	0	0	1.0844602993387298e-09
b'1'	27936000	28033000	3518	1.2446310990907982e-10	0	1.2089234092478096e-09
