chrom	start	end	nSites	recombRate
b'1'	10670000	10767000	3470	1.974517260380087e-08
b'1'	10767000	10864000	3150	1.9173460394188772e-08
b'1'	10864000	10961000	3194	1.9019525409541285e-08
b'1'	10961000	11058000	3064	1.9654972174094464e-08
b'1'	11058000	11155000	3406	1.964693177243849e-08
b'1'	11155000	11252000	3800	2.0400972249707728e-08
b'1'	11252000	11349000	3597	1.9461562404150738e-08
b'1'	11349000	11446000	3440	1.9693708055144982e-08
b'1'	11446000	11543000	3323	1.963365052101227e-08
b'1'	11543000	11640000	3633	1.9737436773875483e-08
b'1'	11640000	11737000	3610	1.9382620778534316e-08
b'1'	11737000	11834000	3388	1.9560407762299022e-08
b'1'	11834000	11931000	3417	1.958832449705593e-08
b'1'	11931000	12028000	3370	1.9668202921240484e-08
b'1'	12028000	12125000	3451	1.9936534148182004e-08
b'1'	12125000	12222000	3394	1.9649933083770115e-08
b'1'	12222000	12319000	3683	2.0351753681362938e-08
b'1'	12319000	12416000	3757	2.026681896705453e-08
b'1'	12416000	12513000	3611	1.9310825422674427e-08
b'1'	12513000	12610000	3572	1.942192367320003e-08
b'1'	12610000	12707000	3618	1.926045144008263e-08
b'1'	12707000	12804000	3787	2.027907819393978e-08
b'1'	12804000	12901000	3618	1.9367669020738042e-08
b'1'	12901000	12998000	3532	1.909176388033578e-08
b'1'	12998000	13095000	3448	1.9813604056800462e-08
b'1'	13095000	13192000	3568	1.931012557764881e-08
b'1'	13192000	13289000	3537	1.9198351746483913e-08
b'1'	13289000	13386000	3411	1.9717148762177618e-08
b'1'	13386000	13483000	3383	1.9646825825109194e-08
b'1'	13483000	13580000	3513	1.9626710305283285e-08
b'1'	13580000	13677000	3410	1.964810975471206e-08
b'1'	13677000	13774000	3666	2.029720072725957e-08
b'1'	13774000	13871000	3534	1.914224342374452e-08
b'1'	13871000	13968000	3561	1.9483230629972053e-08
b'1'	13968000	14065000	3537	1.924738410176838e-08
b'1'	14065000	14162000	3573	1.9475858293437488e-08
b'1'	14162000	14259000	3572	1.941042793704044e-08
b'1'	14259000	14356000	3533	1.909223971998255e-08
b'1'	14356000	14453000	3427	1.9406482075420806e-08
b'1'	14453000	14550000	3434	1.9517677211708423e-08
b'1'	14550000	14647000	3695	2.0011912849288033e-08
b'1'	14647000	14744000	3764	2.0219064936943878e-08
b'1'	14744000	14841000	3572	1.941913468598516e-08
b'1'	14841000	14938000	3847	2.012690070241366e-08
b'1'	14938000	15035000	3649	1.9966970825349893e-08
b'1'	15035000	15132000	3611	1.9278465578161587e-08
b'1'	15132000	15229000	3637	1.9796888299591625e-08
b'1'	15229000	15326000	3666	2.0364030773707852e-08
b'1'	15326000	15423000	3518	1.9349780284443256e-08
b'1'	15423000	15520000	3632	1.9721428033643615e-08
b'1'	15520000	15617000	3637	1.9730991551627428e-08
b'1'	15617000	15714000	3723	2.016479033615013e-08
b'1'	15714000	15811000	3570	1.943558971914205e-08
b'1'	15811000	15908000	3276	1.88928492512149e-08
b'1'	15908000	16005000	3557	1.9378557245377486e-08
b'1'	16005000	16102000	3644	2.004835134388511e-08
b'1'	16102000	16199000	3353	1.9754323970783772e-08
b'1'	16199000	16296000	3236	1.869025665647769e-08
b'1'	16296000	16393000	3362	1.9673483356317084e-08
b'1'	16393000	16490000	3317	1.97162079589121e-08
b'1'	16490000	16587000	3427	1.9414644572033074e-08
b'1'	16587000	16684000	3289	1.9616184715118333e-08
b'1'	16684000	16781000	3291	1.957810637746418e-08
b'1'	16781000	16878000	3039	1.9422480079198548e-08
b'1'	16878000	16975000	2770	1.905236805092317e-08
b'1'	16975000	17072000	2773	1.8987806058935664e-08
b'1'	17072000	17169000	2710	1.9429651772878446e-08
b'1'	17169000	17266000	2725	1.8731530420554026e-08
b'1'	17266000	17363000	2806	1.922914540001497e-08
b'1'	17363000	17460000	2728	1.882026403589802e-08
b'1'	17460000	17557000	2647	1.9709052681270556e-08
b'1'	17557000	17654000	2940	1.953184909495004e-08
b'1'	17654000	17751000	2964	1.9849812234325728e-08
b'1'	17751000	17848000	2860	1.945488574689759e-08
b'1'	17848000	17945000	2903	1.9123098522317232e-08
b'1'	17945000	18042000	2818	1.9489806386029345e-08
b'1'	18042000	18139000	3033	1.9686853816940622e-08
b'1'	18139000	18236000	3064	1.9655996560655336e-08
b'1'	18236000	18333000	3060	1.956280074613998e-08
b'1'	18333000	18430000	2932	1.931065381119171e-08
b'1'	18430000	18527000	3089	1.9526486322006763e-08
b'1'	18527000	18624000	3357	1.980426183860905e-08
b'1'	18624000	18721000	3470	1.9867940436493293e-08
b'1'	18721000	18818000	3132	1.9382958074977076e-08
b'1'	18818000	18915000	2908	1.9133134487228313e-08
b'1'	18915000	19012000	3112	1.9403703137526997e-08
b'1'	19012000	19109000	3160	1.929151097116361e-08
b'1'	19109000	19206000	2907	1.915544964882932e-08
b'1'	19206000	19303000	2979	1.9896268612303085e-08
b'1'	19303000	19400000	3254	1.880814764679843e-08
b'1'	19400000	19497000	3290	1.9570725129672693e-08
b'1'	19497000	19594000	3394	1.963715816352038e-08
b'1'	19594000	19691000	3163	1.92714256422467e-08
b'1'	19691000	19788000	3331	1.9837723760006863e-08
b'1'	19788000	19885000	3467	1.9640290330754867e-08
b'1'	19885000	19982000	3556	1.9342895640600817e-08
b'1'	19982000	20079000	3331	1.9896919284368813e-08
b'1'	20079000	20176000	3712	2.0253074759726485e-08
b'1'	20176000	20273000	3652	1.9916110867898634e-08
b'1'	20273000	20370000	3359	1.982070377329191e-08
b'1'	20370000	20467000	3401	1.9661089376196123e-08
b'1'	20467000	20564000	3333	1.9697333540973554e-08
b'1'	20564000	20661000	3640	1.978345450462521e-08
b'1'	20661000	20758000	3451	1.995845691385769e-08
b'1'	20758000	20855000	3383	1.9671630491273736e-08
b'1'	20855000	20952000	3414	1.9630373476065833e-08
b'1'	20952000	21049000	3215	1.9278890226395097e-08
b'1'	21049000	21146000	3303	1.9755980208406294e-08
b'1'	21146000	21243000	3200	1.9137045476844952e-08
b'1'	21243000	21340000	3576	1.936570047040151e-08
b'1'	21340000	21437000	3540	1.928848500893332e-08
b'1'	21437000	21534000	3707	2.00651833554192e-08
b'1'	21534000	21631000	3745	2.004800365455476e-08
b'1'	21631000	21728000	3539	1.915371133101502e-08
b'1'	21728000	21825000	3704	2.0194673237750758e-08
b'1'	21825000	21922000	3727	2.0136248890073562e-08
b'1'	21922000	22019000	3678	2.0536780406453776e-08
b'1'	22019000	22116000	3570	1.9374466484572996e-08
b'1'	22116000	22213000	3542	1.927502639128497e-08
b'1'	22213000	22310000	3419	1.9526307839193407e-08
b'1'	22310000	22407000	3591	1.937589065373963e-08
b'1'	22407000	22504000	3583	1.92722967551885e-08
b'1'	22504000	22601000	3224	1.895628649226838e-08
b'1'	22601000	22698000	3534	1.9169404891899625e-08
b'1'	22698000	22795000	3342	1.9905525905142376e-08
b'1'	22795000	22892000	3305	1.9818860903887352e-08
b'1'	22892000	22989000	3715	2.0188482684194523e-08
b'1'	22989000	23086000	3756	2.0272759747742023e-08
b'1'	23086000	23183000	3606	1.9371942816612438e-08
b'1'	23183000	23280000	3592	1.940035843144667e-08
b'1'	23280000	23377000	3564	1.9671721171365267e-08
b'1'	23377000	23474000	3497	1.9889462645196466e-08
b'1'	23474000	23571000	3479	1.9697729844968177e-08
b'1'	23571000	23668000	3597	1.9450981242099242e-08
b'1'	23668000	23765000	3712	2.0258155936951e-08
b'1'	23765000	23862000	3760	2.0195129150538677e-08
b'1'	23862000	23959000	3724	2.0111564837234647e-08
b'1'	23959000	24056000	3719	2.0204836622899382e-08
b'1'	24056000	24153000	3661	2.0064845887193176e-08
b'1'	24153000	24250000	3386	1.9547178325000404e-08
b'1'	24250000	24347000	3609	1.940913483850575e-08
b'1'	24347000	24444000	836	2.015758115077243e-08
b'1'	24541000	24638000	1347	2.2564550618969478e-08
b'1'	24638000	24735000	3786	2.0264837189406514e-08
b'1'	24735000	24832000	3540	1.9254409736726374e-08
b'1'	24832000	24929000	1263	1.991684479042964e-08
b'1'	24929000	25026000	1174	2.2640947275500358e-08
b'1'	25026000	25123000	3869	1.98028673020558e-08
b'1'	25123000	25220000	3666	2.0313754793469304e-08
b'1'	25220000	25317000	3036	1.9536332852921282e-08
b'1'	25317000	25414000	2634	1.9964745201355814e-08
b'1'	25414000	25511000	2705	1.9467969146947212e-08
b'1'	25511000	25608000	2878	1.9344878749569144e-08
b'1'	25608000	25705000	2963	1.98581757173592e-08
b'1'	25705000	25802000	3250	1.8773145775654773e-08
b'1'	25802000	25899000	2868	1.9075637898024878e-08
b'1'	25899000	25996000	3284	1.9337160140916174e-08
b'1'	25996000	26093000	3111	1.933354186998477e-08
b'1'	26093000	26190000	3428	1.951048672923381e-08
b'1'	26190000	26287000	3393	1.9711356251921576e-08
b'1'	26287000	26384000	3107	1.9392857171570985e-08
b'1'	26384000	26481000	3439	1.9665421513962225e-08
b'1'	26481000	26578000	3459	1.9879676646410298e-08
b'1'	26578000	26675000	3431	1.9527772355954636e-08
b'1'	26675000	26772000	3729	2.0120823268138075e-08
b'1'	26772000	26869000	3764	2.0186981642016363e-08
b'1'	26869000	26966000	3634	1.9760919975793544e-08
b'1'	26966000	27063000	3728	2.0182662667143016e-08
b'1'	27063000	27160000	3507	1.9784466909303282e-08
b'1'	27160000	27257000	3444	1.984222395012114e-08
b'1'	27257000	27354000	3575	1.9499204390836384e-08
b'1'	27354000	27451000	3354	1.98452121361376e-08
b'1'	27451000	27548000	3320	1.9717371704647503e-08
b'1'	27548000	27645000	3258	1.9013039216984293e-08
b'1'	27645000	27742000	3327	1.966348364841158e-08
b'1'	27742000	27839000	3364	1.9703312972895897e-08
b'1'	27839000	27936000	3251	1.8755928282471813e-08
b'1'	27936000	28033000	3518	1.931341814750791e-08
b'1'	28033000	28130000	2001	2.0227784354904464e-08
b'1'	28130000	28227000	2880	1.960930391492647e-08
b'1'	28227000	28324000	3407	1.9608180731514747e-08
b'1'	28324000	28421000	3569	1.9254537801151162e-08
b'1'	28421000	28518000	3753	2.0159066174161038e-08
b'1'	28518000	28615000	3711	2.0233522903742082e-08
b'1'	28615000	28712000	3491	1.980242019316026e-08
b'1'	28712000	28809000	3730	2.017535895802321e-08
b'1'	28809000	28906000	3654	1.9936933576484778e-08
b'1'	28906000	29003000	3538	1.9150421767363078e-08
b'1'	29003000	29100000	3476	1.9830953695602834e-08
b'1'	29100000	29197000	3339	1.9757314674498722e-08
b'1'	29197000	29294000	3367	1.9710540582028872e-08
b'1'	29294000	29391000	3217	1.9275426603348896e-08
b'1'	29391000	29488000	3600	1.9501028729121126e-08
b'1'	29488000	29585000	3573	1.946108347240518e-08
b'1'	29585000	29682000	3543	1.922941509974256e-08
b'1'	29682000	29779000	3539	1.9165927697975412e-08
b'1'	29779000	29876000	3512	1.9644179375059275e-08
b'1'	29876000	29973000	3694	2.008944344715767e-08
b'1'	29973000	30070000	3782	2.0209672944551147e-08
b'1'	30070000	30167000	3756	2.0224984588289656e-08
b'1'	30167000	30264000	3490	1.988524648260781e-08
b'1'	30264000	30361000	3563	1.9618260243483757e-08
b'1'	30361000	30458000	3608	1.944213534870907e-08
b'1'	30458000	30555000	3693	2.0063154766831208e-08
b'1'	30555000	30652000	3529	1.918220347529425e-08
b'1'	30652000	30749000	3482	1.964518117212067e-08
b'1'	30749000	30846000	3597	1.9518908103227917e-08
b'1'	30846000	30943000	3351	1.97772955162441e-08
b'1'	30943000	31040000	3415	1.9645844770877164e-08
b'1'	31040000	31137000	3421	1.9502549247227068e-08
b'1'	31137000	31234000	3242	1.8609941022408303e-08
b'1'	31234000	31331000	3382	1.968387807984272e-08
b'1'	31331000	31428000	3627	1.9793098674852403e-08
b'1'	31428000	31525000	2705	1.9521853756781362e-08
b'1'	31525000	31622000	3135	1.958267512520627e-08
b'1'	31622000	31719000	3305	1.977398376034148e-08
b'1'	31719000	31816000	3116	1.9408147084726348e-08
b'1'	31816000	31913000	2852	1.9508051229034517e-08
b'1'	31913000	32010000	3099	1.940177126291775e-08
b'1'	32010000	32107000	3000	1.972511604858101e-08
b'1'	32107000	32204000	3124	1.9476333617734463e-08
b'1'	32204000	32301000	3133	1.9383506106541377e-08
b'1'	32301000	32398000	3200	1.9197801438791337e-08
b'1'	32398000	32495000	3188	1.9073035896895033e-08
b'1'	32495000	32592000	2588	1.9411933445583512e-08
b'1'	32592000	32689000	2956	1.9945701308488926e-08
b'1'	32689000	32786000	3211	1.9261947715275163e-08
b'1'	32786000	32883000	3525	1.923225605139539e-08
b'1'	32883000	32980000	3708	2.016873155962158e-08
b'1'	32980000	33077000	3316	1.9786344060205858e-08
b'1'	33077000	33174000	3521	1.9277553666694116e-08
b'1'	33174000	33271000	3623	1.9399485514780577e-08
b'1'	33271000	33368000	3733	2.0318315123831358e-08
b'1'	33368000	33465000	3719	2.0158792695201595e-08
b'1'	33465000	33562000	3640	1.9772305255313106e-08
b'1'	33562000	33659000	3691	2.0218810010577158e-08
b'1'	33659000	33756000	3763	2.0242088017384e-08
b'1'	33756000	33853000	3497	1.988192857471698e-08
b'1'	33853000	33950000	3641	1.9913724798334128e-08
b'1'	33950000	34047000	3215	1.9186735633200684e-08
b'1'	34047000	34144000	3381	1.964333561860258e-08
b'1'	34144000	34241000	3315	1.9746117476182502e-08
b'1'	34241000	34338000	3429	1.9388007214622482e-08
b'1'	34338000	34435000	3643	1.9941788429256362e-08
b'1'	34435000	34532000	3647	2.0068612407083123e-08
b'1'	34532000	34629000	3534	1.9108876929293018e-08
b'1'	34629000	34726000	3566	1.9543097763827332e-08
b'1'	34726000	34823000	3554	1.924355458036563e-08
b'1'	34823000	34920000	3468	1.9623126605734162e-08
b'1'	34920000	35017000	3401	1.970610118708607e-08
b'1'	35017000	35114000	3447	1.9860690150627153e-08
b'1'	35114000	35211000	3404	1.9643726425532692e-08
b'1'	35211000	35308000	3701	2.0126042043758643e-08
b'1'	35308000	35405000	3545	1.929797414476296e-08
b'1'	35405000	35502000	3508	1.9780227470082085e-08
b'1'	35502000	35599000	3657	2.0000204101878624e-08
b'1'	35599000	35696000	3562	1.9614157028392485e-08
b'1'	35696000	35793000	3609	1.9429722375800765e-08
b'1'	35793000	35890000	3422	1.955278698421603e-08
b'1'	35890000	35987000	3575	1.9475071010729486e-08
b'1'	35987000	36084000	3478	1.983801802474149e-08
b'1'	36084000	36181000	3226	1.8959930702472948e-08
b'1'	36181000	36278000	3325	1.970116558544302e-08
b'1'	36278000	36375000	3608	1.9456736840426006e-08
b'1'	36375000	36472000	3578	1.926483414654766e-08
b'1'	36472000	36569000	3399	1.9728393157946167e-08
b'1'	36569000	36666000	3291	1.963155178043303e-08
b'1'	36666000	36763000	3299	1.9678861836692745e-08
b'1'	36763000	36860000	3345	1.9956696081699094e-08
b'1'	36860000	36957000	3209	1.9083465631997565e-08
b'1'	36957000	37054000	3386	1.9582583478833866e-08
b'1'	37054000	37151000	3131	1.9342121026908683e-08
b'1'	37151000	37248000	2937	1.9521062995462226e-08
b'1'	37248000	37345000	3314	1.986780037944925e-08
b'1'	37345000	37442000	3489	1.9995113519520294e-08
b'1'	37442000	37539000	3407	1.966231947321801e-08
b'1'	37539000	37636000	3614	1.9283416028320687e-08
b'1'	37636000	37733000	3648	1.9935959565366654e-08
b'1'	37733000	37830000	3559	1.9459111314620056e-08
b'1'	37830000	37927000	3568	1.9318196470834498e-08
b'1'	37927000	38024000	3618	1.9282286467455218e-08
b'1'	38024000	38121000	3742	1.9932340607302187e-08
b'1'	38121000	38218000	3742	1.9967374601916587e-08
b'1'	38218000	38315000	3662	2.0159582296983687e-08
b'1'	38315000	38412000	3637	1.9712529918140587e-08
b'1'	38412000	38509000	3708	2.014885194116568e-08
b'1'	38509000	38606000	3543	1.926399687490926e-08
b'1'	38606000	38703000	3614	1.9318149917569413e-08
b'1'	38703000	38800000	3440	1.9718290669965333e-08
b'1'	38800000	38897000	3229	1.885052288517625e-08
b'1'	38897000	38994000	3437	1.957245921732407e-08
b'1'	38994000	39091000	3286	1.9376513625753718e-08
b'1'	39091000	39188000	3479	1.972505755637894e-08
b'1'	39188000	39285000	3181	1.8990972282202634e-08
b'1'	39285000	39382000	3325	1.9751095025151813e-08
b'1'	39382000	39479000	3608	1.9455050444103848e-08
b'1'	39479000	39576000	3607	1.9378922800167497e-08
b'1'	39576000	39673000	3545	1.933370377571296e-08
b'1'	39673000	39770000	3470	1.9753228423004963e-08
b'1'	39770000	39867000	3569	1.9302802972369746e-08
b'1'	39867000	39964000	3404	1.9637478023961638e-08
b'1'	39964000	40061000	3553	1.922358958562654e-08
b'1'	40061000	40158000	3693	2.011820030944978e-08
b'1'	40158000	40255000	3549	1.9370572673282956e-08
b'1'	40255000	40352000	3592	1.945777887771746e-08
b'1'	40352000	40449000	3395	1.964982563333724e-08
b'1'	40449000	40546000	3366	1.9827676049414966e-08
b'1'	40546000	40643000	3517	1.940209490259086e-08
b'1'	40643000	40740000	3252	1.8808707832028803e-08
b'1'	40740000	40837000	3262	1.8935665629019767e-08
b'1'	40837000	40934000	3297	1.9679648571841586e-08
b'1'	40934000	41031000	3071	1.9634410619018428e-08
b'1'	41031000	41128000	3307	1.989179140356886e-08
b'1'	41128000	41225000	2963	1.9876136944850174e-08
b'1'	41225000	41322000	2808	1.917278983821001e-08
b'1'	41322000	41419000	2893	1.9078403093257408e-08
b'1'	41419000	41516000	2859	1.9458277349809526e-08
b'1'	41516000	41613000	2754	1.9021007469668554e-08
b'1'	41613000	41710000	2659	2.0039079427995303e-08
b'1'	41710000	41807000	2336	1.9838777736235302e-08
b'1'	41807000	41904000	2293	1.9680922827899288e-08
b'1'	41904000	42001000	2397	1.9067134712250346e-08
b'1'	42001000	42098000	2387	1.9136420915835655e-08
b'1'	42098000	42195000	2476	1.8954552168415014e-08
b'1'	42195000	42292000	2598	1.973036699061813e-08
b'1'	42292000	42389000	2735	1.8841364346241995e-08
b'1'	42389000	42486000	2560	1.934193601633122e-08
b'1'	42486000	42583000	2480	1.9062340756646556e-08
b'1'	42583000	42680000	2903	1.909080206582954e-08
b'1'	42680000	42777000	3026	1.970823507881611e-08
b'1'	42777000	42874000	2623	2.005786624720465e-08
b'1'	42874000	42971000	2681	2.0110752216494915e-08
b'1'	42971000	43068000	2837	1.9307873241356873e-08
b'1'	43068000	43165000	2900	1.922402565744724e-08
b'1'	43165000	43262000	3224	1.896944534811759e-08
b'1'	43262000	43359000	3051	1.9695979072867094e-08
b'1'	43359000	43456000	2986	1.9838665304087716e-08
b'1'	43456000	43553000	3113	1.9510742772191755e-08
b'1'	43553000	43650000	2957	1.987150124458017e-08
b'1'	43650000	43747000	3061	1.9637722042090967e-08
b'1'	43747000	43844000	3094	1.958807646349276e-08
b'1'	43844000	43941000	3063	1.9651552871130885e-08
b'1'	43941000	44038000	3375	1.9721911775320624e-08
b'1'	44038000	44135000	3230	1.8816004841601235e-08
b'1'	44135000	44232000	3239	1.8638436087003053e-08
b'1'	44232000	44329000	3164	1.9264257985473553e-08
b'1'	44329000	44426000	3352	1.9871216127304455e-08
b'1'	44426000	44523000	3470	1.970843018166045e-08
b'1'	44523000	44620000	3563	1.9676585128649946e-08
b'1'	44620000	44717000	3523	1.924884662154914e-08
b'1'	44717000	44814000	3378	1.9731791632188745e-08
b'1'	44814000	44911000	3262	1.89217172572801e-08
b'1'	44911000	45008000	3289	1.9587752630563474e-08
b'1'	45008000	45105000	3734	2.0252889405582487e-08
b'1'	45105000	45202000	3632	1.975955438472061e-08
b'1'	45202000	45299000	3699	2.0170912348183237e-08
b'1'	45299000	45396000	3624	1.941771575620814e-08
b'1'	45396000	45493000	3516	1.9380848748254067e-08
b'1'	45493000	45590000	3560	1.9417603409952185e-08
b'1'	45590000	45687000	3440	1.9711140374038505e-08
b'1'	45687000	45784000	3538	1.916152738372562e-08
b'1'	45784000	45881000	3471	1.9765080094091673e-08
b'1'	45881000	45978000	3268	1.8904821771829228e-08
b'1'	45978000	46075000	2517	1.9847215794679116e-08
b'1'	46075000	46172000	3059	1.957515376668846e-08
b'1'	46172000	46269000	3131	1.9362489884106102e-08
b'1'	46269000	46366000	3105	1.951917033038344e-08
b'1'	46366000	46463000	3231	1.8789817599293333e-08
b'1'	46463000	46560000	3840	1.9954153989983257e-08
b'1'	46560000	46657000	3446	1.9797267500414827e-08
b'1'	46657000	46754000	3316	1.969809391812752e-08
b'1'	46754000	46851000	3346	1.994538320882614e-08
b'1'	46851000	46948000	3691	2.0164935836576416e-08
b'1'	46948000	47045000	3545	1.9369793893846623e-08
b'1'	47045000	47142000	3790	2.0464568647957142e-08
b'1'	47142000	47239000	3594	1.9364131573833286e-08
b'1'	47239000	47336000	2227	1.951789857591955e-08
b'1'	47336000	47433000	3462	1.991846159305616e-08
b'1'	47433000	47530000	3378	1.9663004630774385e-08
b'1'	47530000	47627000	3682	2.048164055482218e-08
b'1'	47627000	47724000	3580	1.9292251614714897e-08
b'1'	47724000	47821000	3554	1.9318821160681245e-08
b'1'	47821000	47918000	3442	1.9923497704014493e-08
b'1'	47918000	48015000	3385	1.965417449849887e-08
b'1'	48015000	48112000	3587	1.9301522328121843e-08
b'1'	48112000	48209000	3341	1.9821662388334823e-08
b'1'	48209000	48306000	3439	1.960522298871396e-08
b'1'	48306000	48403000	2983	2.0020988245121555e-08
b'1'	48403000	48500000	3139	1.9453963700217423e-08
b'1'	48500000	48597000	3176	1.8928881907846093e-08
b'1'	48597000	48694000	3439	1.96689830856794e-08
b'1'	48694000	48791000	3215	1.920841755873746e-08
b'1'	48791000	48888000	3330	1.9671263991675763e-08
b'1'	48888000	48985000	3230	1.8845989095328792e-08
b'1'	48985000	49082000	3457	1.985079754019359e-08
